Abbreviated Journal Title;ISSN;{2008} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2008} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CYTOM PART A;1552-4922;1809;3.259;3.210;1.217;115;3.0;0.00915;0.796;
CYTOM PART B-CLIN CY;1552-4949;599;2.629;2.530;0.263;57;3.1;0.00330;0.647;
CYTOPATHOLOGY;0956-5507;718;1.514;1.350;0.377;53;5.9;0.00196;0.344;
CYTOTECHNOLOGY;0920-9069;751;0.875;0.808;0.072;69;9.5;0.00106;0.195;
CYTOTHERAPY;1465-3249;1213;3.471;3.259;0.381;84;3.4;0.00569;0.830;
DERMATOL CLIN;0733-8635;1401;1.689;1.640;0.082;61;8.6;0.00240;0.365;
DERMATOL SURG;1076-0512;4895;2.102;2.761;0.308;221;5.6;0.01169;0.563;
DERMATOL THER;1396-0296;646;1.978;;0.227;75;4.3;0.00295;;
DERMATOLOGY;1018-8665;4806;2.227;2.137;0.876;113;8.9;0.00781;0.473;
DEV BIOL;0012-1606;28536;4.416;4.677;0.855;504;7.3;0.12555;2.280;
DEV CELL;1534-5807;12421;12.882;13.284;3.403;149;4.2;0.13990;9.002;
DEV COMP IMMUNOL;0145-305X;3063;2.833;3.211;0.913;149;5.8;0.00729;0.724;
DEV DISABIL RES REV;1940-5510;4;;;0.053;38;;0.00002;;
DEV DYNAM;1058-8388;8299;3.018;3.126;0.478;362;4.9;0.04829;1.463;
DEV GENES EVOL;0949-944X;1715;2.171;2.227;0.846;65;5.7;0.00844;0.981;
DEV GROWTH DIFFER;0012-1592;1505;2.317;1.931;0.180;100;8.7;0.00439;0.683;
DEV MED CHILD NEUROL;0012-1622;6484;2.561;2.874;0.424;144;8.5;0.01383;0.856;
DEV NEUROBIOL;1932-8451;444;2.333;2.382;0.684;117;1.4;0.00332;1.039;
DEV NEUROPSYCHOL;8756-5641;1527;1.964;3.286;0.889;36;7.0;0.00501;1.194;
DEV NEUROSCI-BASEL;0378-5866;1640;2.817;3.060;0.886;35;7.1;0.00605;1.252;
DEV PSYCHOBIOL;0012-1630;2413;1.891;2.297;0.240;75;9.9;0.00534;0.762;
DEVELOPMENT;0950-1991;46547;6.812;7.218;1.762;390;7.6;0.21066;3.931;
DIABETES CARE;0149-5992;40826;7.349;8.806;2.040;423;5.5;0.13757;2.508;
DIABETES EDUCATOR;0145-7217;1125;1.761;2.407;0.099;71;5.9;0.00332;0.635;
DIABETES METAB;1262-3636;2209;2.062;2.517;0.621;103;5.8;0.00576;0.599;
DIABETES OBES METAB;1462-8902;2046;4.259;3.781;0.641;167;3.0;0.00918;0.975;
DIABETES RES CLIN PR;0168-8227;4131;1.888;2.121;0.332;298;5.5;0.01251;0.572;
DIABETES TECHNOL THE;1520-9156;1072;2.127;;0.710;69;3.9;0.00479;;
DIABETES-METAB RES;1520-7552;2300;3.149;3.276;0.543;105;6.2;0.00711;0.993;
DIABETES;0012-1797;43101;8.398;8.653;2.141;391;6.3;0.14843;2.989;
DIABETIC MED;0742-3071;7943;3.172;3.195;0.532;233;6.5;0.02476;1.013;
DIABETOLOGIA;0012-186X;20331;6.418;6.328;1.357;263;6.7;0.06884;2.180;
DIFFERENTIATION;0301-4681;2763;3.180;3.642;0.769;91;7.0;0.00971;1.553;
DNA REPAIR;1568-7864;3979;5.095;5.007;0.817;180;3.5;0.03814;2.450;
DNA RES;1340-2838;1461;3.612;3.876;0.486;35;6.6;0.00516;1.521;
DRUG AGING;1170-229X;1984;2.110;2.528;0.259;81;6.0;0.00490;0.572;
DRUG ALCOHOL DEPEN;0376-8716;7463;3.371;3.922;0.741;239;6.0;0.02523;1.254;
DRUG CHEM TOXICOL;0148-0545;479;1.409;1.177;0.541;37;6.8;0.00083;0.236;
DRUG DELIV;1071-7544;683;1.550;2.018;0.190;63;4.4;0.00221;0.436;
DRUG DEV IND PHARM;0363-9045;3197;1.104;1.492;0.138;159;8.9;0.00385;0.294;
DRUG DEVELOP RES;0272-4391;1253;1.375;0.963;0.000;58;8.0;0.00241;0.251;
DRUG DISCOV TODAY;1359-6446;5570;6.618;7.432;0.788;132;3.8;0.02682;2.122;
DRUG FUTURE;0377-8282;397;0.468;0.559;0.038;104;4.6;0.00153;0.145;
DRUG INF J;0092-8615;530;0.504;0.634;0.031;64;7.8;0.00116;0.205;
DRUG METAB DISPOS;0090-9556;11402;3.835;4.317;0.865;318;6.1;0.02455;0.895;
DRUG METAB PHARMACOK;1347-4367;852;2.641;;0.224;58;3.5;0.00400;;
DRUG METAB REV;0360-2532;2055;5.622;6.039;1.400;20;6.5;0.00572;1.687;
DRUG NEWS PERSPECT;0214-0934;734;1.989;2.189;0.231;39;4.5;0.00342;0.635;
DRUG RESIST UPDATE;1368-7646;1248;7.206;6.538;0.312;16;5.0;0.00494;1.871;
DRUG SAFETY;0114-5916;3194;3.537;3.498;0.611;90;6.6;0.00804;0.903;
DRUG TODAY;1699-3993;793;1.206;1.270;0.078;64;4.7;0.00270;0.310;
DRUGS R&D;1174-5886;78;1.000;;0.000;38;;0.00042;;
DRUGS;0012-6667;8644;4.128;4.237;0.731;160;7.2;0.01971;1.047;
ECONOMETRICA;0012-9682;17091;3.865;4.943;0.255;47;>10.0;0.04526;7.238;
EJC SUPPL;1359-6349;1219;3.406;2.434;0.094;53;5.0;0.00412;0.697;
EJSO-EUR J SURG ONC;0748-7983;4145;2.491;2.563;0.735;181;4.9;0.01325;0.647;
ELECTROANAL;1040-0397;8154;2.901;3.080;0.342;354;5.3;0.02472;0.767;
ELECTROPHORESIS;0173-0835;18055;3.509;3.576;0.489;550;5.9;0.04119;0.750;
EMBO J;0261-4189;73804;8.295;8.904;2.100;291;8.5;0.28416;5.162;
EMBO REP;1469-221X;7823;7.099;7.265;1.683;142;4.4;0.06435;3.917;
EMERG INFECT DIS;1080-6040;15259;6.449;6.004;1.390;326;4.3;0.07683;2.068;
ENDOCR J;0918-8959;1926;1.600;1.603;0.261;142;6.3;0.00501;0.406;
ENDOCR PATHOL;1046-3976;561;1.558;1.599;0.103;39;5.5;0.00167;0.402;
ENDOCR RES;0743-5800;691;0.750;1.093;0.000;9;7.8;0.00144;0.303;
ENDOCR REV;0163-769X;12548;18.562;24.444;3.361;36;8.1;0.03127;8.344;
ENDOCR-RELAT CANCER;1351-0088;3080;5.236;5.827;0.483;89;3.8;0.01558;1.757;
ENDOCRIN METAB CLIN;0889-8529;2192;2.121;3.000;0.458;48;8.0;0.00493;0.848;
ENDOCRINE;0969-711X;1863;1.842;2.082;0.262;61;5.1;0.00645;0.556;
ENDOCRINOLOGIST;1051-2144;220;0.141;0.247;0.040;75;6.9;0.00034;0.045;
ENDOCRINOLOGY;0013-7227;44909;4.945;5.255;0.990;677;8.2;0.11630;1.670;
ENDOSCOPY;0013-726X;7926;6.091;5.268;1.451;142;5.0;0.02347;1.266;
ENVIRON CHEM;1448-2517;816;2.317;;0.600;50;3.9;0.00353;;
ENVIRON MICROBIOL;1462-2912;6856;4.707;5.217;1.208;293;3.7;0.03707;1.806;
EPILEPSIA;0013-9580;16383;3.733;3.816;0.766;325;7.5;0.03693;1.001;
ESSAYS BIOCHEM;0071-1365;511;4.269;4.302;0.115;26;5.6;0.00219;1.568;
EUKARYOT CELL;1535-9778;4246;3.830;3.894;0.696;214;3.3;0.03366;1.575;
EUR ARCH OTO-RHINO-L;0937-4477;1850;0.843;0.992;0.167;270;6.2;0.00587;0.306;
EUR ARCH PSY CLIN N;0940-1334;2229;2.852;3.082;0.333;93;6.9;0.00649;0.917;
EUR BIOPHYS J BIOPHY;0175-7571;2167;2.409;2.324;0.548;146;6.3;0.00854;0.937;
EUR CELLS MATER;1473-2262;655;4.289;;1.625;8;4.5;0.00346;;
EUR CYTOKINE NETW;1148-5493;1120;2.984;2.230;0.143;28;7.3;0.00288;0.696;
EUR FOOD RES TECHNOL;1438-2377;3162;1.622;1.782;0.238;387;4.8;0.01008;0.414;
EUR HEART J SUPPL;1520-765X;1111;2.100;1.553;0.333;54;6.1;0.00324;0.427;
EUR HEART J;0195-668X;21703;8.917;9.275;2.159;296;4.4;0.09764;3.010;
EUR J AGRON;1161-0301;1882;2.376;2.941;0.622;90;5.5;0.00748;0.945;
EUR J ANAESTH;0265-0215;1871;1.550;1.442;0.262;168;5.3;0.00584;0.378;
EUR J APPL MATH;0956-7925;471;0.847;0.934;0.179;28;7.4;0.00235;0.639;
EUR J APPL PHYSIOL;1439-6319;7471;1.931;2.174;0.337;276;8.5;0.01542;0.587;
EUR J CANCER CARE;0961-5423;759;0.985;1.429;0.132;76;5.6;0.00218;0.351;
EUR J CANCER PREV;0959-8278;1875;1.865;2.271;0.463;80;6.3;0.00521;0.625;
EUR J CANCER;0959-8049;17214;4.475;4.635;1.009;319;6.6;0.05028;1.367;
EUR J CARDIO-THORAC;1010-7940;7953;2.181;2.140;0.501;405;5.9;0.02724;0.679;
EUR J CARDIOV PREV R;1741-8267;1256;2.361;3.065;0.298;114;3.1;0.00760;0.863;
EUR J CELL BIOL;0171-9335;3518;3.955;3.307;0.440;75;8.8;0.01193;1.390;
EUR J CLIN INVEST;0014-2972;4800;2.784;2.961;0.472;127;7.2;0.01267;0.887;
EUR J CLIN MICROBIOL;0934-9723;4766;2.866;2.712;0.563;167;7.1;0.01319;0.843;
EUR J CLIN NUTR;0954-3007;7853;2.686;3.022;0.487;187;6.8;0.02083;0.851;
EUR J CLIN PHARMACOL;0031-6970;5181;2.497;2.533;0.521;144;8.6;0.01030;0.640;
EUR J COMBIN;0195-6698;1104;0.678;0.758;0.205;171;8.3;0.01011;0.857;
EUR J CONTRACEP REPR;1362-5187;434;0.824;1.178;0.138;58;5.4;0.00103;0.224;
EUR J CONTROL;0947-3580;546;1.013;1.430;0.241;29;5.8;0.00272;0.635;
EUR J DERMATOL;1167-1122;1639;1.968;1.642;0.229;118;5.7;0.00449;0.397;
EUR J DRUG METAB PH;0378-7966;544;0.738;0.581;0.059;34;>10.0;0.00040;0.101;
EUR J ECHOCARDIOGR;1525-2167;833;1.917;;0.323;155;3.5;0.00352;;
EUR J ENDOCRINOL;0804-4643;7320;3.791;3.905;0.483;238;4.9;0.02586;1.066;
EUR J ENTOMOL;1210-5759;996;0.913;1.025;0.148;108;6.3;0.00291;0.294;
EUR J EPIDEMIOL;0393-2990;3314;2.572;2.413;0.323;93;7.4;0.01183;0.855;
EUR J FOREST RES;1612-4669;265;1.556;1.567;0.319;47;2.7;0.00171;0.492;
EUR J GASTROEN HEPAT;0954-691X;4715;2.080;2.255;0.383;206;5.9;0.01226;0.538;
EUR J GYNAECOL ONCOL;0392-2936;1180;0.641;0.741;0.058;156;6.2;0.00290;0.175;
EUR J HAEMATOL;0902-4441;3068;2.237;2.087;0.634;142;5.1;0.01103;0.628;
EUR J HEART FAIL;1388-9842;3240;3.398;3.585;0.586;162;3.8;0.01393;0.928;
EUR J HISTOCHEM;1121-760X;455;1.629;1.272;0.088;34;5.4;0.00155;0.346;
EUR J HORTIC SCI;1611-4426;125;0.300;0.561;0.067;45;4.1;0.00058;0.123;
EUR J HUM GENET;1018-4813;4855;3.925;3.551;1.058;191;4.5;0.02559;1.428;
EUR J IMMUNOL;0014-2980;20202;4.865;4.626;1.051;312;7.2;0.07516;1.938;
EUR J INFORM SYST;0960-085X;651;1.202;1.482;0.021;47;6.4;0.00125;0.284;
EUR J INORG CHEM;1434-1948;11557;2.694;2.787;0.529;613;4.4;0.04704;0.748;
EUR J INTERN MED;0953-6205;730;1.045;;0.140;114;3.9;0.00321;;
EUR J LIPID SCI TECH;1438-7697;1340;1.354;1.582;0.154;143;5.0;0.00447;0.386;
EUR J MASS SPECTROM;1469-0667;420;1.167;1.069;0.116;43;4.3;0.00248;0.366;
EUR J MECH A-SOLID;0997-7538;1444;1.674;1.960;0.306;72;6.2;0.00725;0.945;
EUR J MECH B-FLUID;0997-7546;784;1.379;1.339;0.423;52;6.4;0.00406;0.712;
EUR J MED CHEM;0223-5234;4736;2.882;3.114;0.519;322;5.9;0.01136;0.707;
EUR J MED GENET;1769-7212;327;1.782;1.896;0.243;74;2.5;0.00251;0.694;
EUR J MED RES;0949-2321;958;1.040;1.128;0.103;97;5.8;0.00271;0.284;
EUR J MINERAL;0935-1221;2282;1.220;1.366;0.231;91;9.2;0.00620;0.620;
EUR J NEUROL;1351-5101;3632;2.732;2.783;0.597;238;3.7;0.01480;0.754;
EUR J NEUROSCI;0953-816X;25084;3.385;4.001;0.471;546;5.4;0.11558;1.495;
EUR J NUCL MED MOL I;1619-7070;8825;4.532;4.625;0.962;238;5.7;0.02466;1.133;
EUR J NUTR;1436-6207;1239;1.899;2.631;0.324;74;4.9;0.00444;0.679;
EUR J OBSTET GYN R B;0301-2115;5070;1.565;1.718;0.331;242;6.5;0.01276;0.432;
EUR J OPER RES;0377-2217;16220;1.627;2.084;0.462;664;8.1;0.03969;0.645;
EUR J OPHTHALMOL;1120-6721;1144;1.010;0.975;0.094;159;4.8;0.00459;0.293;
EUR J ORAL SCI;0909-8836;2269;1.957;2.439;0.167;84;6.1;0.00731;0.728;
EUR J ORG CHEM;1434-193X;12337;3.016;2.853;0.579;651;4.3;0.05677;0.882;
EUR J ORTHODONT;0141-5387;2234;1.015;1.406;0.085;94;>10.0;0.00404;0.421;
EUR J PAEDIATR NEURO;1090-3798;600;1.421;1.583;0.300;80;5.5;0.00213;0.500;
EUR J PAIN;1090-3801;2312;3.210;3.741;0.893;122;3.9;0.01002;1.066;
EUR J PEDIATR SURG;0939-7248;1180;0.768;0.843;0.050;100;7.8;0.00218;0.214;
EUR J PEDIATR;0340-6199;5436;1.416;1.570;0.368;250;9.5;0.01021;0.478;
EUR J PHARM BIOPHARM;0939-6411;4836;3.344;3.928;0.561;328;4.8;0.01367;0.885;
EUR J PHARM SCI;0928-0987;4388;3.650;3.601;0.407;123;5.2;0.01274;0.828;
EUR J PHARMACOL;0014-2999;27204;2.787;2.730;0.422;900;8.1;0.05770;0.714;
EUR J PHYCOL;0967-0262;1063;1.826;2.193;0.323;31;6.8;0.00290;0.722;
EUR J PHYS;0143-0807;760;0.625;0.601;0.328;122;5.9;0.00265;0.209;
EUR J PLANT PATHOL;0929-1873;2549;1.648;2.040;0.283;145;6.4;0.00671;0.555;
EUR J PROTISTOL;0932-4739;573;1.000;1.205;0.233;30;8.3;0.00181;0.476;
EUR J PUBLIC HEALTH;1101-1262;1628;2.176;2.412;0.260;104;4.0;0.00829;0.815;
EUR J RADIOL;0720-048X;3899;2.339;2.456;0.539;258;4.4;0.01553;0.709;
EUR J SOIL BIOL;1164-5563;646;0.888;1.131;0.081;74;6.5;0.00189;0.349;
EUR J SOIL SCI;1351-0754;2909;2.240;2.993;0.492;120;6.7;0.01024;1.085;
EUR J SPORT SCI;1746-1391;116;0.755;;0.178;45;4.8;0.00043;;
EUR J VASC ENDOVASC;1078-5884;5116;3.007;2.743;0.462;221;4.9;0.01862;0.782;
EUR J WILDLIFE RES;1612-4642;247;1.543;1.251;0.192;104;2.6;0.00124;0.311;
EUR NEUROL;0014-3022;2314;1.897;1.502;0.294;102;9.0;0.00431;0.417;
EUR NEUROPSYCHOPHARM;0924-977X;2845;3.661;4.000;0.589;112;4.9;0.00951;1.032;
EUR PHYS J A;1434-6001;3338;2.015;1.492;0.618;152;3.8;0.02162;0.637;
EUR PHYS J B;1434-6028;6146;1.568;1.553;0.254;425;5.8;0.03182;0.726;
EUR PHYS J C;1434-6044;7259;2.805;2.745;0.963;323;4.7;0.03735;1.087;
EUR PHYS J D;1434-6060;3542;1.397;1.563;0.367;264;4.6;0.02272;0.738;
EUR PHYS J E;1292-8941;2681;1.943;2.306;0.419;136;5.2;0.01749;1.092;
EUR PHYS J-APPL PHYS;1286-0042;1053;0.822;0.842;0.140;179;4.7;0.00529;0.316;
EUR PHYS J-SPEC TOP;1951-6355;360;0.689;0.689;0.227;471;1.3;0.00317;0.390;
EUR POLYM J;0014-3057;8811;2.143;2.514;0.215;452;5.5;0.02843;0.686;
EUR PSYCHIAT;0924-9338;2048;2.433;2.356;0.500;92;5.0;0.00713;0.657;
EUR RADIOL;0938-7994;9560;3.651;3.099;0.487;357;4.9;0.03615;0.864;
EUR RESPIR J;0903-1936;20335;5.545;5.746;1.364;343;6.4;0.06172;1.775;
EUR REV AGRIC ECON;0165-1587;452;1.023;1.673;0.182;22;6.7;0.00156;0.624;
EUR SPINE J;0940-6719;3904;2.396;2.514;0.218;248;5.1;0.01347;0.695;
EUR SURG RES;0014-312X;852;1.327;1.194;0.127;71;8.0;0.00195;0.316;
EUR T ELECTR POWER;1430-144X;249;0.360;0.294;0.000;54;>10.0;0.00043;0.099;
EUR T TELECOMMUN;1124-318X;1000;0.472;0.549;0.076;79;9.6;0.00143;0.220;
EUR UROL SUPPL;1569-9056;846;1.711;1.629;1.038;52;3.9;0.00219;0.340;
EUR UROL;0302-2838;11280;6.512;5.473;3.078;245;3.5;0.03665;1.223;
EURASIAN SOIL SCI+;1064-2293;353;0.149;0.235;0.007;152;5.6;0.00048;0.026;
EURASIP J ADV SIG PR;1687-6172;1527;1.055;1.151;0.140;271;3.5;0.01043;0.411;
EURASIP J WIREL COMM;1687-1499;403;0.976;;0.104;154;2.7;0.00304;;
EUROPACE;1099-5129;1544;1.706;1.804;0.325;286;3.0;0.00708;0.475;
EVOL DEV;1520-541X;1424;3.627;3.679;0.634;71;4.5;0.00878;1.512;
EVOLUTION;0014-3820;25826;4.737;5.427;0.798;247;>10.0;0.06066;2.197;
EXP AGING RES;0361-073X;789;1.447;1.508;0.214;28;>10.0;0.00141;0.519;
EXP AGR;0014-4797;681;0.787;1.077;0.222;36;>10.0;0.00101;0.294;
EXP ANIM TOKYO;1341-1357;559;0.711;0.780;0.295;44;8.0;0.00114;0.199;
EXP APPL ACAROL;0168-8162;1358;1.200;1.336;0.155;71;8.2;0.00319;0.390;
EXP ASTRON;0922-6435;222;2.083;0.662;0.444;9;7.1;0.00057;0.193;
EXP BIOL MED;1535-3702;3153;2.202;2.883;0.327;168;4.5;0.01510;0.850;
EXP BRAIN RES;0014-4819;18123;2.195;2.465;0.459;449;9.6;0.03938;0.822;
EXP CELL RES;0014-4827;18859;3.948;3.910;0.804;327;8.0;0.06642;1.579;
EXP CLIN ENDOCR DIAB;0947-7349;1850;1.896;1.792;0.348;112;6.3;0.00464;0.438;
EXP CLIN PSYCHOPHARM;1064-1297;1488;2.266;2.567;0.182;55;7.8;0.00398;0.863;
EXP DERMATOL;0906-6705;2160;3.259;2.666;0.542;120;4.4;0.00842;0.717;
EXP EYE RES;0014-4835;7183;2.579;2.913;0.374;182;7.3;0.01974;0.844;
EXP FLUIDS;0723-4864;3626;1.854;1.868;0.222;162;6.8;0.01585;0.858;
EXP GERONTOL;0531-5565;5003;3.283;3.435;0.678;143;5.5;0.01793;1.049;
EXP HEAT TRANSFER;0891-6152;229;0.535;0.615;0.050;20;>10.0;0.00055;0.258;
EXP HEMATOL;0301-472X;6393;3.203;3.490;0.570;172;6.0;0.02461;1.247;
EXP LUNG RES;0190-2148;941;1.618;1.488;0.116;43;8.7;0.00215;0.455;
EXP MATH;1058-6458;486;0.693;0.789;0.075;40;8.8;0.00314;0.713;
EXP MECH;0014-4851;1629;1.469;1.420;0.235;68;>10.0;0.00451;0.605;
EXP MOL MED;1226-3613;1284;2.376;2.351;0.256;78;4.0;0.00581;0.652;
EXP MOL PATHOL;0014-4800;1421;1.930;1.707;0.279;68;5.9;0.00510;0.562;
EXP NEUROL;0014-4886;14885;3.974;4.281;1.009;341;7.2;0.04281;1.339;
EXP PARASITOL;0014-4894;3299;1.751;1.601;0.433;240;>10.0;0.00569;0.435;
EXP PHYSIOL;0958-0670;2684;2.910;2.845;0.808;125;5.4;0.01037;0.969;
EXP TECHNIQUES;0732-8818;175;0.268;0.323;0.026;39;6.6;0.00066;0.134;
EXP THERM FLUID SCI;0894-1777;1758;1.037;1.256;0.129;124;6.9;0.00552;0.476;
EXP TOXICOL PATHOL;0940-2993;788;1.226;1.359;0.063;79;5.9;0.00213;0.331;
EXPERT OPIN BIOL TH;1471-2598;2109;3.475;2.796;0.428;159;3.3;0.01165;0.818;
EXPERT OPIN DRUG MET;1742-5255;640;3.069;;0.287;122;2.5;0.00345;;
EXPERT OPIN DRUG SAF;1474-0338;824;3.073;;0.311;61;3.1;0.00426;;
EXPERT OPIN EMERG DR;1472-8214;533;3.080;;0.395;43;2.9;0.00296;;
EXPERT OPIN INV DRUG;1354-3784;3238;4.058;3.260;0.753;162;4.0;0.01269;0.901;
EXPERT OPIN PHARMACO;1465-6566;2514;2.077;1.758;0.413;286;3.4;0.01102;0.444;
EXPERT OPIN THER PAT;1354-3776;1003;1.335;1.221;0.198;86;4.7;0.00344;0.309;
EXPERT OPIN THER TAR;1472-8222;1476;4.038;3.363;0.664;119;2.7;0.00876;1.053;
EXPERT REV ANTICANC;1473-7140;1222;2.296;;0.351;154;2.6;0.00695;;
EXPERT REV MED DEVIC;1743-4440;492;2.071;2.052;0.242;62;2.6;0.00338;0.659;
EXPERT REV MOL DIAGN;1473-7159;1039;3.472;2.716;0.828;58;3.2;0.00560;0.797;
EXPERT REV PROTEOMIC;1478-9450;793;3.848;3.523;0.593;54;2.8;0.00436;0.910;
EXPERT REV VACCINES;1476-0584;1054;2.979;;0.708;113;3.1;0.00620;;
EXPERT SYST APPL;0957-4174;3032;2.596;2.638;0.524;517;3.5;0.00589;0.355;
EXPERT SYST;0266-4720;261;0.717;1.079;0.200;30;6.1;0.00065;0.256;
EXPLORE-NY;1550-8307;109;0.712;0.903;0.244;41;2.7;0.00045;0.198;
EXPO MATH;0723-0869;244;0.568;0.557;0.125;24;>10.0;0.00161;0.685;
FAM CANCER;1389-9600;561;2.052;;0.435;46;3.4;0.00371;;
FARADAY DISCUSS;1364-5498;4285;4.604;4.157;1.533;92;>10.0;0.01355;1.776;
FASEB J;0892-6638;34300;7.049;7.128;1.388;412;6.2;0.13011;2.615;
FEBS J;1742-464X;5609;3.139;3.421;0.520;517;2.6;0.04677;1.353;
FEBS LETT;0014-5793;53419;3.264;3.261;0.647;660;8.8;0.15164;1.303;
FEMS IMMUNOL MED MIC;0928-8244;3000;1.972;2.155;0.326;141;5.6;0.01096;0.665;
FEMS MICROBIOL ECOL;0168-6496;6448;3.335;3.854;0.534;189;5.8;0.02323;1.243;
FEMS MICROBIOL LETT;0378-1097;14734;2.021;2.223;0.337;427;7.5;0.04288;0.746;
FEMS MICROBIOL REV;0168-6445;5238;7.963;10.348;2.698;43;7.3;0.01797;4.033;
FEMS YEAST RES;1567-1356;1862;2.579;2.914;0.378;135;3.6;0.01151;0.989;
FERTIL STERIL;0015-0282;21960;4.167;3.782;0.663;573;7.2;0.04344;0.831;
FOLIA BIOL-PRAGUE;0015-5500;352;1.140;1.118;0.000;34;6.6;0.00107;0.317;
FREE RADICAL BIO MED;0891-5849;24601;5.399;5.632;0.997;366;7.3;0.06152;1.642;
FRONT NEUROENDOCRIN;0091-3022;1817;8.692;11.288;3.188;32;7.0;0.00434;3.315;
FUNCT INTEGR GENOMIC;1438-793X;665;3.812;;0.657;35;4.4;0.00384;;
GASTROEN CLIN BIOL;0399-8320;1713;1.033;0.917;0.253;158;6.2;0.00292;0.153;
GASTROENTEROL CLIN N;0889-8553;1609;2.293;2.399;0.283;53;7.0;0.00368;0.643;
GASTROENTEROL NURS;1042-895X;206;0.538;;0.103;39;5.7;0.00056;;
GASTROENTEROLOGY;0016-5085;54263;12.591;12.716;2.790;353;6.9;0.15356;3.913;
GASTROINTEST ENDOSC;0016-5107;18023;7.367;6.377;3.052;269;5.5;0.04077;1.316;
GEN COMP ENDOCR;0016-6480;7257;2.654;2.586;0.635;263;8.8;0.01333;0.617;
GEN HOSP PSYCHIAT;0163-8343;2070;2.229;2.665;0.292;89;6.8;0.00661;0.885;
GEN PHYSIOL BIOPHYS;0231-5882;390;0.697;0.903;0.050;40;6.8;0.00095;0.219;
GEN RELAT GRAVIT;0001-7701;3366;1.803;1.449;1.551;127;>10.0;0.00856;0.555;
GENE CHROMOSOME CANC;1045-2257;5024;3.925;3.557;0.935;108;6.4;0.01944;1.396;
GENE DEV;0890-9369;51077;13.623;14.428;2.320;319;7.3;0.27822;9.106;
GENE EXPR PATTERNS;1567-133X;1288;2.112;2.169;0.300;60;3.9;0.01237;1.033;
GENE EXPRESSION;1052-2166;463;1.487;1.534;0.000;10;9.1;0.00104;0.532;
GENE THER MOL BIOL;1529-9120;104;0.567;;0.000;1;4.1;0.00046;;
GENE THER;0969-7128;9157;4.492;4.224;1.220;173;5.9;0.02886;1.233;
GENE;0378-1119;19489;2.578;2.699;0.360;308;9.3;0.05079;1.059;
GENES BRAIN BEHAV;1601-1848;1387;3.890;4.498;0.773;110;2.9;0.01024;1.704;
GENES CELLS;1356-9597;3496;3.137;3.457;0.480;100;5.8;0.02020;1.779;
GENES GENET SYST;1341-7568;634;1.433;1.265;0.189;37;6.3;0.00225;0.442;
GENES GENOM;1976-9571;5;;;0.093;54;;0.00000;;
GENES IMMUN;1466-4879;2538;4.006;3.815;0.798;89;4.2;0.01414;1.421;
GENES NUTR;1555-8932;37;0.451;0.451;0.143;35;;0.00020;0.125;
GENESIS;1526-954X;2323;2.217;2.555;0.517;87;6.0;0.01498;1.556;
GENET COUNSEL;1015-8146;402;0.422;0.619;0.022;45;7.7;0.00099;0.186;
GENET ENG BIOTECHN N;1935-472X;128;0.064;0.048;0.030;297;4.0;0.00058;0.017;
GENET EPIDEMIOL;0741-0395;2596;2.203;3.548;0.718;71;5.9;0.01375;1.718;
GENET MED;1098-3600;2082;3.716;3.832;1.096;94;3.6;0.01350;1.645;
GENET MOL BIOL;1415-4757;873;0.576;0.834;0.073;151;5.3;0.00258;0.197;
GENET MOL RES;1676-5680;454;0.682;;0.130;108;3.9;0.00219;;
GENET RES;0016-6723;2266;1.778;2.148;0.370;46;>10.0;0.00325;0.832;
GENET RESOUR CROP EV;0925-9864;1289;0.967;1.132;0.162;117;5.2;0.00388;0.282;
GENET SEL EVOL;0999-193X;1236;1.256;1.829;0.525;40;7.6;0.00281;0.583;
GENET TEST;1090-6576;618;1.120;1.293;0.194;93;5.1;0.00239;0.395;
GENETICA;0016-6707;2862;1.980;2.034;0.485;103;7.4;0.00753;0.724;
GENETICS;0016-6731;38846;4.002;4.389;0.699;571;9.2;0.12041;1.989;
GENOME BIOL;1474-760X;9875;6.153;7.812;0.961;229;4.4;0.07930;3.858;
GENOME RES;1088-9051;18721;10.176;9.678;2.572;201;5.2;0.12535;5.062;
GENOME;0831-2796;4552;1.713;2.205;0.255;110;8.4;0.01000;0.671;
GENOMICS;0888-7543;10697;3.075;3.142;0.672;125;10.0;0.02606;1.372;
GLIA;0894-1491;7937;5.599;5.241;1.045;155;5.6;0.02921;1.709;
GLYCOBIOLOGY;0959-6658;5062;4.446;4.264;0.646;99;6.0;0.01979;1.531;
GYNECOL ONCOL;0090-8258;14721;2.919;2.889;0.775;365;5.9;0.03748;0.679;
HAEMATOL-HEMATOL J;0390-6078;7459;5.978;5.513;1.618;207;3.8;0.03369;1.675;
HEALTH AFFAIR;0278-2715;5819;3.249;3.198;1.347;202;4.5;0.03874;1.618;
HEALTH CARE FINANC R;0195-8631;724;0.699;1.163;0.667;18;8.6;0.00232;0.569;
HEALTH ECON;1057-9230;2501;1.994;2.627;0.619;97;6.0;0.01096;1.084;
HEALTH EXPECT;1369-6513;695;2.397;;0.611;36;5.1;0.00251;;
HEALTH PHYS;0017-9078;3682;0.869;0.955;0.676;148;>10.0;0.00540;0.312;
HEALTH POLICY PLANN;0268-1080;1255;1.953;2.126;0.795;44;6.9;0.00512;1.004;
