Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CLIN EXP OPHTHALMOL;1442-6404;1629;1.766;1.596;0.578;116;4.5;0.00609;0.502;
CLIN EXP OPTOM;0816-4622;588;1.156;;0.263;57;5.6;0.00184;;
CLIN EXP OTORHINOLAR;1976-8710;62;0.728;0.728;0.073;41;;0.00027;0.174;
CLIN EXP PHARMACOL P;0305-1870;4737;1.960;2.179;0.583;199;5.9;0.01271;0.625;
CLIN EXP RHEUMATOL;0392-856X;5012;2.358;2.383;0.261;241;5.9;0.01100;0.540;
CLIN GASTROENTEROL H;1542-3565;6527;5.286;5.851;1.630;135;3.8;0.03511;1.972;
CLIN GENET;0009-9163;5047;2.942;3.273;0.590;144;7.0;0.01478;1.204;
CLIN GENITOURIN CANC;1558-7673;261;1.638;;0.000;5;3.5;0.00163;;
CLIN GERIATR MED;0749-0690;1033;1.633;1.347;0.087;46;8.7;0.00189;0.401;
CLIN HEMORHEOL MICRO;1386-0291;1493;2.838;1.866;0.160;106;4.5;0.00268;0.289;
CLIN IMAG;0899-7071;927;0.775;0.869;0.061;82;7.1;0.00216;0.269;
CLIN IMMUNOL;1521-6616;6624;3.932;3.771;0.893;169;6.2;0.02036;1.275;
CLIN IMPLANT DENT R;1523-0899;1162;2.803;3.409;0.179;39;6.0;0.00366;1.099;
CLIN INFECT DIS;1058-4838;41482;8.186;7.898;2.477;407;6.0;0.13667;2.810;
CLIN INVEST MED;0147-958X;692;1.097;1.180;0.061;49;9.8;0.00136;0.321;
CLIN J AM SOC NEPHRO;1555-9041;4637;4.763;5.007;0.907;301;2.7;0.02885;1.705;
CLIN J ONCOL NURS;1092-1095;551;1.208;;0.043;69;3.8;0.00168;;
CLIN J PAIN;0749-8047;4041;3.114;3.557;0.345;113;6.4;0.01077;1.056;
CLIN J SPORT MED;1050-642X;2206;2.110;2.393;0.235;81;6.5;0.00666;0.814;
CLIN LAB MED;0272-2712;872;1.966;1.902;0.138;58;6.0;0.00239;0.548;
CLIN LAB;1433-6510;545;0.827;1.056;0.047;64;6.1;0.00147;0.303;
CLIN LIPIDOL;1758-4299;43;0.556;0.556;0.127;63;;0.00016;0.131;
CLIN LIVER DIS;1089-3261;1535;4.175;;0.474;38;4.6;0.00596;;
CLIN LUNG CANCER;1525-7304;729;2.362;2.067;0.327;52;4.1;0.00323;0.653;
CLIN MED;1470-2118;795;1.204;1.300;0.233;73;5.1;0.00299;0.419;
CLIN MICROBIOL INFEC;1198-743X;6649;4.784;4.034;1.095;306;4.0;0.02859;1.317;
CLIN MICROBIOL REV;0893-8512;10738;13.500;18.960;3.029;35;8.6;0.02210;6.483;
CLIN NEPHROL;0301-0430;3079;1.058;1.236;0.105;171;9.2;0.00531;0.357;
CLIN NEUROL NEUROSUR;0303-8467;2366;1.636;1.585;0.317;186;5.2;0.00700;0.449;
CLIN NEUROPATHOL;0722-5091;850;1.067;1.125;0.339;56;>10.0;0.00128;0.293;
CLIN NEUROPHARMACOL;0362-5664;1958;1.578;2.065;0.342;73;9.0;0.00306;0.513;
CLIN NEUROPHYSIOL;1388-2457;9893;2.786;3.298;0.563;247;6.1;0.02756;1.001;
CLIN NEUROPSYCHOL;1385-4046;1765;2.075;2.306;0.453;75;8.5;0.00299;0.595;
CLIN NEURORADIOL;1869-1439;51;0.604;;0.067;15;;0.00026;;
CLIN NUCL MED;0363-9762;2441;3.766;3.385;0.323;65;7.0;0.00397;0.649;
CLIN NURSE SPEC;0887-6274;281;0.579;0.903;0.091;33;7.0;0.00065;0.248;
CLIN NUTR;0261-5614;3659;3.410;3.603;0.528;127;5.6;0.00932;0.891;
CLIN OBSTET GYNECOL;0009-9201;1907;1.992;2.195;0.210;81;8.0;0.00487;0.709;
CLIN ONCOL-UK;0936-6555;1990;2.294;2.386;0.569;102;5.2;0.00605;0.694;
CLIN ORAL IMPLAN RES;0905-7161;5773;2.812;3.541;0.300;160;6.8;0.01317;0.988;
CLIN ORAL INVEST;1432-6981;1074;2.250;2.256;0.443;88;5.0;0.00373;0.720;
CLIN ORTHOP RELAT R;0009-921X;28675;2.116;2.405;0.417;422;>10.0;0.03611;0.842;
CLIN OTOLARYNGOL;1749-4478;1957;1.561;1.619;0.205;39;9.9;0.00324;0.502;
CLIN PEDIATR;0009-9228;2229;0.896;1.107;0.266;139;>10.0;0.00383;0.358;
CLIN PERINATOL;0095-5108;1249;2.359;1.939;0.160;50;7.5;0.00373;0.731;
CLIN PHARMACOKINET;0312-5963;5717;4.513;4.727;0.909;55;9.0;0.00907;1.382;
CLIN PHARMACOL THER;0009-9236;12939;6.378;6.895;1.979;187;7.1;0.03212;2.112;
CLIN PHYSIOL FUNCT I;1475-0961;1443;1.302;1.353;0.082;73;9.4;0.00245;0.410;
CLIN PLAST SURG;0094-1298;1682;0.942;1.208;0.208;53;>10.0;0.00215;0.427;
CLIN RADIOL;0009-9260;4015;1.765;1.754;0.191;141;8.4;0.00856;0.557;
CLIN REHABIL;0269-2155;3020;1.772;2.470;0.133;105;6.5;0.00752;0.713;
CLIN RES CARDIOL;1861-0684;1064;3.466;2.460;0.500;96;2.6;0.00431;0.536;
CLIN RESPIR J;1752-6981;62;0.512;0.589;0.154;39;;0.00033;0.178;
CLIN REV ALLERG IMMU;1080-0549;1131;3.435;2.867;1.000;53;3.8;0.00425;0.856;
CLIN RHEUMATOL;0770-3198;3687;1.687;1.671;0.339;224;4.3;0.01125;0.434;
CLIN SCI;0143-5221;7406;4.613;4.223;0.735;113;9.2;0.01431;1.324;
CLIN SPORT MED;0278-5919;1655;2.356;2.264;0.071;42;9.1;0.00335;0.731;
CLIN TER;0009-9074;243;0.257;;0.000;100;8.7;0.00038;;
CLIN THER;0149-2918;6001;2.551;3.060;0.305;200;5.4;0.01768;0.866;
CLIN TOXICOL;1556-3650;1231;1.617;1.707;0.288;125;3.7;0.00424;0.416;
CLIN TRANSL ONCOL;1699-048X;679;1.254;;0.330;94;2.9;0.00341;;
CLIN TRANSPLANT;0902-0063;3134;1.751;2.105;0.121;173;5.9;0.00991;0.682;
CLIN TRIALS;1740-7745;804;2.356;2.463;0.561;66;4.0;0.00599;1.207;
CLIN VACCINE IMMUNOL;1556-6811;2719;2.471;2.567;0.394;284;2.9;0.01517;0.768;
CLIN VET PEQUENOS AN;1130-7064;3;0.022;;0.000;18;;0.00001;;
CLINICS;1807-5932;844;1.422;;0.262;183;2.9;0.00341;;
CLONING STEM CELLS;1536-2302;961;2.441;2.722;;0;4.3;0.00317;0.730;
CLUSTER COMPUT;1386-7857;272;0.679;0.747;0.077;26;7.1;0.00071;0.251;
CMC-COMPUT MATER CON;1546-2218;331;1.360;1.464;0.214;56;3.4;0.00080;0.225;
CNS DRUGS;1172-7047;2846;4.497;4.398;0.910;67;5.3;0.00886;1.250;
CNS NEUROL DISORD-DR;1871-5273;860;3.618;4.545;0.639;72;3.3;0.00453;1.307;
CNS NEUROSCI THER;1755-5930;243;3.492;3.492;0.617;47;2.1;0.00105;0.884;
CNS SPECTRUMS;1092-8529;1976;2.667;2.370;0.231;39;4.3;0.00797;0.697;
COAST MANAGE;0892-0753;487;0.887;1.287;0.056;36;7.5;0.00113;0.387;
COCHRANE DB SYST REV;1469-493X;27366;6.186;6.346;0.953;749;4.4;0.11436;2.031;
COGN AFFECT BEHAV NE;1530-7026;1822;3.512;5.150;0.674;46;5.6;0.00781;2.143;
COGN BEHAV NEUROL;1543-3633;524;1.247;2.039;0.233;43;4.9;0.00221;0.631;
COGN NEURODYNAMICS;1871-4080;152;1.625;1.604;0.188;32;2.4;0.00069;0.391;
COGN NEUROPSYCHOL;0264-3294;2115;2.082;2.790;0.235;17;9.4;0.00430;0.947;
COGN NEUROSCI-UK;1758-8928;13;;;0.250;52;;0.00000;;
COGN SYST RES;1389-0417;223;1.000;1.073;1.034;29;4.4;0.00091;0.425;
COGNITIVE PSYCHOL;0010-0285;5182;3.900;5.440;0.615;26;>10.0;0.00594;2.799;
COLD REG SCI TECHNOL;0165-232X;1420;1.488;1.594;0.702;104;6.0;0.00353;0.454;
COLEOPTS BULL;0010-065X;432;0.528;0.423;0.093;43;>10.0;0.00052;0.111;
COLLECT CZECH CHEM C;0010-0765;2481;0.853;0.864;0.226;84;>10.0;0.00260;0.230;
COLLECT MATH;0010-0757;197;0.474;0.446;0.136;22;>10.0;0.00115;0.585;
COLLEGIAN;1322-7696;192;0.822;;0.240;25;6.0;0.00032;;
COLLOID J+;1061-933X;1179;0.622;0.701;0.138;116;9.6;0.00203;0.191;
COLLOID POLYM SCI;0303-402X;5390;2.443;2.148;0.492;191;8.7;0.00835;0.481;
COLLOID SURFACE A;0927-7757;16389;2.130;2.240;0.391;545;6.3;0.04044;0.607;
COLLOID SURFACE B;0927-7765;6658;2.780;2.939;0.545;462;4.7;0.01761;0.681;
COLOMB MEDICA;1657-9534;80;0.113;;0.044;45;;0.00013;;
COLOR RES APPL;0361-2317;922;0.753;0.910;0.195;41;9.7;0.00111;0.232;
COLOR TECHNOL;1472-3581;494;0.960;0.992;0.120;50;5.7;0.00140;0.278;
COLORECTAL DIS;1462-8910;2573;2.728;2.693;0.552;201;3.8;0.01035;0.784;
COMB CHEM HIGH T SCR;1386-2073;1320;2.573;2.190;0.180;89;4.4;0.00439;0.562;
COMB PROBAB COMPUT;0963-5483;602;0.990;1.008;0.150;40;6.7;0.00760;1.473;
COMBINATORICA;0209-9683;1509;0.910;1.167;0.000;38;>10.0;0.00569;1.438;
COMBUST EXPLO SHOCK+;0010-5082;1059;0.516;0.647;0.049;81;>10.0;0.00189;0.209;
COMBUST FLAME;0010-2180;8209;2.747;2.911;0.546;218;9.6;0.01474;0.853;
COMBUST SCI TECHNOL;0010-2202;2660;1.105;1.153;0.125;104;>10.0;0.00384;0.402;
COMBUST THEOR MODEL;1364-7830;634;0.938;1.217;0.158;38;6.6;0.00218;0.487;
COMM APP MATH COM SC;1559-3940;38;1.000;;0.333;9;;0.00051;;
COMMENT INORG CHEM;0260-3594;370;2.467;2.564;0.412;17;9.0;0.00064;0.840;
COMMENT MATH HELV;0010-2571;1438;1.141;1.289;0.103;29;>10.0;0.00598;1.705;
COMMUN ACM;0001-0782;11393;2.353;2.487;0.386;158;>10.0;0.01288;0.829;
COMMUN ALGEBRA;0092-7872;2282;0.369;0.392;0.088;307;>10.0;0.01222;0.399;
COMMUN ANAL GEOM;1019-8385;490;0.708;0.771;0.071;28;8.7;0.00335;0.983;
COMMUN COMPUT PHYS;1815-2406;680;1.835;1.862;0.390;105;2.6;0.00574;0.901;
COMMUN CONTEMP MATH;0219-1997;407;1.154;1.006;0.113;53;6.5;0.00414;1.180;
COMMUN MATH PHYS;0010-3616;13897;2.000;2.191;0.662;231;>10.0;0.04108;1.710;
COMMUN MATH SCI;1539-6746;553;1.181;1.397;0.800;50;4.6;0.00457;0.990;
COMMUN NEWS;0010-3632;14;0.024;0.015;;;;0.00004;0.005;
COMMUN NONLINEAR SCI;1007-5704;2640;2.697;;0.666;407;1.8;0.01129;;
COMMUN NUMBER THEORY;1931-4523;59;0.970;1.146;0.250;12;;0.00071;0.754;
COMMUN NUMER METH EN;1069-8299;960;1.084;0.972;;0;6.9;0.00409;0.485;
COMMUN PART DIFF EQ;0360-5302;2466;1.123;1.406;0.250;80;>10.0;0.01004;1.361;
COMMUN PUR APPL ANAL;1534-0392;429;0.713;0.844;0.216;102;3.8;0.00501;0.693;
COMMUN PUR APPL MATH;0010-3640;6004;2.463;3.826;1.000;45;>10.0;0.01666;3.624;
COMMUN SOIL SCI PLAN;0010-3624;3302;0.432;0.619;0.014;213;>10.0;0.00347;0.169;
COMMUN STAT-SIMUL C;0361-0918;692;0.343;0.417;0.038;130;>10.0;0.00260;0.260;
COMMUN STAT-THEOR M;0361-0926;1776;0.351;0.429;0.045;269;>10.0;0.00556;0.271;
COMMUN THEOR PHYS;0253-6102;1516;0.488;0.428;0.113;433;3.9;0.00468;0.100;
COMMUNITY DENT HLTH;0265-539X;912;0.512;1.025;0.156;45;9.7;0.00116;0.303;
COMMUNITY DENT ORAL;0301-5661;3208;2.328;3.185;0.213;61;>10.0;0.00523;0.936;
COMMUNITY ECOL;1585-8553;346;0.974;0.987;0.043;23;6.9;0.00089;0.306;
COMMUNITY GENET;1422-2795;439;1.538;1.793;;0;5.4;0.00175;0.640;
COMP BIOCHEM PHYS A;1095-6433;7822;2.134;2.302;0.418;189;9.0;0.01397;0.644;
COMP BIOCHEM PHYS B;1096-4959;6534;1.989;1.914;0.318;151;9.7;0.00896;0.510;
COMP BIOCHEM PHYS C;1532-0456;4972;2.325;2.737;0.447;123;8.3;0.00845;0.675;
COMP BIOCHEM PHYS D;1744-117X;312;1.800;2.075;0.162;37;3.4;0.00160;0.561;
COMP CYTOGENET;1993-0771;34;0.606;0.604;0.048;21;;0.00014;0.131;
COMP FUNCT GENOM;1531-6912;406;1.361;1.564;0.000;13;6.8;0.00071;0.465;
COMP GEOM-THEOR APPL;0925-7721;1252;1.328;1.300;0.382;55;>10.0;0.00297;0.593;
COMP IMMUNOL MICROB;0147-9571;989;3.605;2.539;0.364;44;6.3;0.00224;0.688;
COMP MATER SCI;0927-0256;5686;1.458;1.583;0.265;480;6.8;0.01829;0.592;
COMP MATH MATH PHYS+;0965-5425;1283;0.380;;0.119;176;>10.0;0.00353;;
COMP PARASITOL;1525-2647;394;0.869;1.005;0.306;36;5.4;0.00119;0.296;
COMPARATIVE MED;1532-0820;695;1.205;1.152;0.089;56;6.0;0.00204;0.353;
COMPEL;0332-1649;356;0.386;0.373;0.023;131;5.3;0.00174;0.163;
COMPENDIUM;1940-8307;1232;0.229;0.493;;;>10.0;0.00079;0.137;
COMPLEMENT THER MED;0965-2299;772;1.484;1.990;0.111;36;6.0;0.00175;0.469;
COMPLEX ANAL OPER TH;1661-8254;59;0.348;0.560;0.158;38;;0.00086;0.482;
COMPLEX VAR ELLIPTIC;1747-6933;179;0.409;;0.115;78;3.2;0.00196;;
COMPLEXITY;1076-2787;446;1.367;1.190;0.357;28;7.3;0.00141;0.530;
COMPOS INTERFACE;0927-6440;448;0.573;0.681;0.000;63;7.0;0.00115;0.201;
COMPOS MATH;0010-437X;1707;0.941;1.080;0.283;53;>10.0;0.01146;1.751;
COMPOS PART A-APPL S;1359-835X;6084;2.338;2.861;0.298;215;5.7;0.01850;0.860;
COMPOS PART B-ENG;1359-8368;1922;1.763;2.221;0.275;80;6.0;0.00657;0.794;
COMPOS SCI TECHNOL;0266-3538;12286;2.856;3.549;0.480;300;5.8;0.03868;1.130;
COMPOS STRUCT;0263-8223;5443;2.028;2.027;0.417;348;5.8;0.01614;0.629;
COMPOST SCI UTIL;1065-657X;711;0.484;1.114;0.067;30;8.1;0.00085;0.262;
COMPR PSYCHIAT;0010-440X;3345;2.377;2.653;0.319;94;9.1;0.00624;0.795;
COMPR REV FOOD SCI F;1541-4337;618;2.673;4.195;0.351;37;5.0;0.00185;1.157;
COMPUT AIDED DESIGN;0010-4485;3222;1.542;2.310;0.152;105;7.8;0.00728;0.747;
COMPUT AIDED GEOM D;0167-8396;1312;0.859;1.398;0.158;57;9.6;0.00336;0.654;
COMPUT AIDED SURG;1092-9088;649;1.490;;0.000;14;7.5;0.00167;;
COMPUT ANIMAT VIRT W;1546-4261;253;0.629;0.782;0.020;50;4.2;0.00139;0.294;
COMPUT APPL ENG EDUC;1061-3773;230;0.321;0.533;0.014;73;6.7;0.00022;0.061;
COMPUT APPL MATH;0101-8205;144;0.444;;0.143;28;7.9;0.00077;;
COMPUT BIOL CHEM;1476-9271;587;1.281;1.476;0.049;41;4.4;0.00267;0.479;
COMPUT BIOL MED;0010-4825;1318;1.112;1.234;0.179;106;4.8;0.00360;0.314;
COMPUT CHEM ENG;0098-1354;7025;2.072;2.235;0.328;195;8.6;0.01032;0.596;
COMPUT COMMUN REV;0146-4833;993;1.056;1.438;0.024;123;5.9;0.00408;0.592;
COMPUT COMMUN;0140-3664;2133;0.815;0.958;0.102;226;4.4;0.00774;0.281;
COMPUT COMPLEX;1016-3328;597;1.450;2.118;0.048;21;>10.0;0.00190;1.145;
COMPUT CONCRETE;1598-8198;114;0.763;0.637;0.278;36;3.1;0.00066;0.231;
COMPUT ECON;0927-7099;321;0.514;;0.179;39;7.8;0.00141;;
COMPUT EDUC;0360-1315;2824;2.617;2.868;0.469;277;3.3;0.00596;0.460;
COMPUT ELECTR ENG;0045-7906;232;0.484;0.526;0.039;103;5.7;0.00076;0.170;
COMPUT ELECTRON AGR;0168-1699;1680;1.431;1.854;0.201;149;5.7;0.00450;0.487;
COMPUT FLUIDS;0045-7930;2685;1.433;1.859;0.426;169;7.5;0.00990;0.909;
COMPUT GEOSCI-UK;0098-3004;3365;1.416;1.632;0.166;163;7.9;0.00879;0.594;
COMPUT GEOTECH;0266-352X;929;0.965;1.260;0.117;103;6.5;0.00406;0.629;
COMPUT GRAPH FORUM;0167-7055;2030;1.455;1.710;0.157;242;4.6;0.01356;1.011;
COMPUT GRAPH WORLD;0271-4159;16;0.014;0.018;0.015;66;;0.00005;0.008;
COMPUT GRAPH-UK;0097-8493;961;0.720;0.822;0.013;76;8.3;0.00267;0.359;
COMPUT IND ENG;0360-8352;3178;1.543;1.823;0.189;201;7.2;0.00759;0.535;
COMPUT IND;0166-3615;1570;1.620;2.061;0.080;75;6.5;0.00312;0.464;
COMPUT INFORM;1335-9150;104;0.356;0.348;0.083;72;3.7;0.00028;0.072;
COMPUT INTELL-US;0824-7935;408;0.704;0.854;0.056;18;>10.0;0.00037;0.214;
COMPUT J;0010-4620;1950;1.327;1.147;0.099;121;>10.0;0.00314;0.593;
COMPUT LANG SYST STR;1477-8424;52;0.541;0.567;0.158;19;;0.00026;0.199;
COMPUT LINGUIST;0891-2017;1320;2.971;3.700;0.231;26;>10.0;0.00233;1.495;
COMPUT MATH APPL;0898-1221;5791;1.472;1.532;0.381;695;5.2;0.01940;0.516;
COMPUT MATH METHOD M;1748-670X;62;0.814;;0.250;20;;0.00040;;
COMPUT MATH ORGAN TH;1381-298X;47;0.000;;0.000;17;;0.00020;;
COMPUT MECH;0178-7675;2668;1.822;1.876;0.214;103;7.8;0.00993;0.944;
COMPUT MED IMAG GRAP;0895-6111;1006;1.110;1.221;0.409;66;7.2;0.00236;0.365;
COMPUT METH PROG BIO;0169-2607;1820;1.238;1.402;0.207;111;6.7;0.00498;0.456;
COMPUT METHOD APPL M;0045-7825;13306;2.082;2.501;0.714;238;9.6;0.04058;1.263;
COMPUT METHOD BIOMEC;1025-5842;688;1.565;1.722;0.098;143;5.1;0.00243;0.533;
COMPUT MUSIC J;0148-9267;360;1.588;1.173;0.300;20;>10.0;0.00069;0.440;
COMPUT NETW;1389-1286;3536;1.176;1.690;0.117;223;6.0;0.01217;0.604;
COMPUT OPER RES;0305-0548;4844;1.769;2.249;0.392;212;5.5;0.01962;0.888;
COMPUT OPTIM APPL;0926-6003;1039;1.274;1.470;0.421;76;7.4;0.00477;0.914;
COMPUT PHYS COMMUN;0010-4655;8648;2.300;2.301;0.858;232;>10.0;0.02186;1.042;
COMPUT SCI ENG;1521-9615;531;0.898;0.899;0.156;32;6.3;0.00219;0.407;
COMPUT SCI INF SYST;1820-0214;35;0.324;;0.000;51;;0.00015;;
COMPUT SECUR;0167-4048;732;0.889;1.307;0.217;60;6.0;0.00163;0.313;
COMPUT SPEECH LANG;0885-2308;626;1.353;1.489;0.829;41;8.6;0.00138;0.510;
COMPUT STAND INTER;0920-5489;458;0.825;0.894;0.176;34;3.8;0.00160;0.224;
COMPUT STAT DATA AN;0167-9473;3533;1.089;1.363;0.293;276;4.6;0.02290;0.756;
COMPUT STRUCT;0045-7949;6181;1.719;1.846;0.244;119;>10.0;0.01552;0.911;
COMPUT SUPP COOP W J;0925-9724;426;0.487;;0.095;21;7.6;0.00049;;
COMPUT SYST SCI ENG;0267-6192;108;0.319;0.314;0.029;34;5.9;0.00032;0.094;
COMPUT VIS IMAGE UND;1077-3142;2771;2.404;2.730;0.144;111;7.4;0.00952;1.201;
COMPUT-AIDED CIV INF;1093-9687;856;3.170;2.493;0.182;44;4.2;0.00266;0.641;
COMPUTAT GEOSCI;1420-0597;391;1.056;1.359;0.148;54;6.5;0.00170;0.683;
COMPUTATION STAT;0943-4062;244;0.500;0.613;0.047;43;6.2;0.00182;0.481;
COMPUTER;0018-9162;3383;1.790;2.176;0.226;84;8.2;0.00848;0.902;
COMPUTING;0010-485X;1158;0.959;1.083;0.132;38;>10.0;0.00303;0.646;
CONCEPT MAGN RESON A;1546-6086;294;1.326;1.398;0.409;22;5.4;0.00130;0.565;
CONCEPT MAGN RESON B;1552-5031;227;0.939;1.279;0.115;26;4.9;0.00143;0.571;
CONCURR COMP-PRACT E;1532-0626;865;0.907;1.093;0.427;131;4.3;0.00430;0.394;
CONCURRENT ENG-RES A;1063-293X;315;0.553;0.977;0.043;23;7.1;0.00059;0.239;
CONDENS MATTER PHYS;1607-324X;326;0.800;0.600;0.071;56;5.3;0.00138;0.232;
CONDOR;0010-5422;4730;1.290;1.775;0.505;93;>10.0;0.00590;0.676;
CONFIGURATIONS;1063-1801;99;0.034;0.211;;0;;0.00016;0.113;
CONNECT SCI;0954-0091;358;1.057;1.340;0.118;17;7.9;0.00065;0.342;
CONNECT TISSUE RES;0300-8207;1785;2.093;2.005;0.245;53;>10.0;0.00244;0.603;
CONNECTOR SPECIFIER;1078-1528;3;0.000;0.013;;;;0.00002;0.006;
CONSERV BIOL;0888-8892;15680;4.894;5.963;0.789;171;8.4;0.03573;2.161;
CONSERV GENET;1566-0621;2626;1.255;1.889;0.466;238;4.1;0.00974;0.550;
CONSERV LETT;1755-263X;320;4.694;4.694;0.529;51;2.0;0.00278;2.304;
CONSTR APPROX;0176-4276;833;1.961;1.731;0.158;38;>10.0;0.00563;1.653;
CONSTR BUILD MATER;0950-0618;2791;1.366;1.570;0.163;325;3.7;0.01217;0.537;
CONSTRAINTS;1383-7133;268;1.410;1.438;0.238;21;6.1;0.00097;0.561;
CONTACT DERMATITIS;0105-1873;5392;3.672;3.553;0.548;93;9.6;0.00576;0.620;
CONTEMP CLIN TRIALS;1551-7144;632;1.207;1.731;0.082;85;3.7;0.00556;0.791;
CONTEMP NURSE;1037-6178;437;0.442;;0.196;51;4.7;0.00104;;
CONTEMP PHYS;0010-7514;1094;3.243;4.745;0.455;22;7.1;0.00493;2.585;
CONTEMP PROBL ECOL+;1995-4255;134;0.132;0.307;0.029;103;5.9;0.00025;0.060;
CONTINUUM MECH THERM;0935-1175;436;0.733;0.859;0.211;38;9.1;0.00108;0.389;
CONTRACEPTION;0010-7824;4370;2.511;2.335;0.517;149;6.9;0.00885;0.590;
CONTRAST MEDIA MOL I;1555-4309;430;4.020;4.149;0.270;37;3.0;0.00249;1.267;
CONTRIB ASTRON OBS S;1335-1842;66;0.296;;0.083;24;;0.00029;;
CONTRIB MINERAL PETR;0010-7999;10534;3.418;3.883;0.898;98;>10.0;0.01407;1.598;
CONTRIB NEPHROL;0302-5144;948;1.274;1.361;0.096;94;5.4;0.00304;0.410;
CONTRIB PLASM PHYS;0863-1042;885;1.006;1.133;0.221;149;5.6;0.00350;0.468;
CONTRIB ZOOL;1383-4517;276;1.118;1.333;0.308;13;7.1;0.00079;0.467;
CONTROL CYBERN;0324-8569;454;0.300;0.773;0.033;30;6.8;0.00197;0.365;
COORDIN CHEM REV;0010-8545;22283;10.018;11.530;1.774;159;7.5;0.04498;3.257;
COPD;1541-2555;576;2.250;;0.250;52;3.7;0.00330;;
COPEIA;0045-8511;4775;0.780;0.948;0.200;75;>10.0;0.00310;0.333;
CORAL REEFS;0722-4028;4126;3.780;3.680;0.574;94;8.1;0.00989;1.220;
CORNEA;0277-3740;5508;1.762;2.009;0.215;288;6.2;0.01516;0.594;
CORONARY ARTERY DIS;0954-6928;1378;1.665;1.673;0.114;70;5.7;0.00434;0.520;
CORROS ENG SCI TECHN;1478-422X;221;0.495;0.655;0.200;60;4.4;0.00070;0.164;
CORROS REV;0334-6005;159;0.529;0.667;0.000;4;6.7;0.00025;0.124;
CORROS SCI;0010-938X;13101;3.261;3.357;0.740;473;7.0;0.02122;0.672;
CORTEX;0010-9452;4788;7.251;5.270;1.453;106;4.8;0.01161;1.258;
COSMIC RES+;0010-9525;377;0.325;0.319;0.250;60;9.3;0.00059;0.099;
CR ACAD BULG SCI;1310-1331;373;0.219;0.182;0.051;237;5.5;0.00075;0.039;
CR BIOL;1631-0691;1486;1.603;1.785;0.431;102;4.9;0.00608;0.594;
CR CHIM;1631-0748;1980;1.600;1.630;0.355;166;4.8;0.00757;0.490;
CR GEOSCI;1631-0713;1346;1.708;1.573;0.429;91;5.1;0.00668;0.642;
CR MATH;1631-073X;1258;0.399;0.512;0.065;276;4.9;0.01556;0.528;
CR MECANIQUE;1631-0721;529;0.529;0.632;0.072;83;4.7;0.00381;0.360;
CR PALEVOL;1631-0683;766;1.000;1.243;0.547;53;5.3;0.00334;0.502;
CR PHYS;1631-0705;1017;1.347;1.296;0.323;65;4.8;0.00568;0.607;
CRETACEOUS RES;0195-6671;1631;1.706;1.631;0.273;44;7.6;0.00496;0.635;
CRIT CARE CLIN;0749-0704;1147;2.284;2.097;0.245;53;6.4;0.00325;0.675;
CRIT CARE MED;0090-3493;30064;6.254;6.453;2.695;308;6.5;0.08513;2.155;
CRIT CARE NURSE;0279-5442;344;0.928;;0.093;43;5.7;0.00101;;
CRIT CARE;1466-609X;7261;4.595;4.963;0.868;319;4.1;0.03251;1.547;
CRIT REV ANAL CHEM;1040-8347;775;3.250;3.552;0.250;20;8.2;0.00150;0.888;
CRIT REV BIOCHEM MOL;1040-9238;2538;10.125;10.253;1.323;31;8.2;0.01059;5.977;
CRIT REV BIOTECHNOL;0738-8551;1170;5.281;6.829;0.600;20;7.8;0.00215;1.576;
CRIT REV CL LAB SCI;1040-8363;943;5.741;5.746;0.000;9;6.9;0.00224;1.714;
CRIT REV ENV SCI TEC;1064-3389;1511;4.000;7.653;0.600;20;8.7;0.00297;2.116;
CRIT REV EUKAR GENE;1045-4403;692;4.111;2.853;0.000;22;7.4;0.00178;0.964;
CRIT REV FOOD SCI;1040-8398;3806;4.510;6.269;0.406;69;8.0;0.00653;1.582;
CRIT REV IMMUNOL;1040-8401;1183;3.857;3.591;0.306;36;7.4;0.00368;1.431;
CRIT REV MICROBIOL;1040-841X;1149;5.345;4.759;0.762;21;9.2;0.00251;1.553;
CRIT REV ONCOL HEMAT;1040-8428;3986;4.689;4.681;0.987;76;5.5;0.01245;1.417;
CRIT REV PLANT SCI;0735-2689;1953;3.821;6.716;0.316;19;7.8;0.00377;2.037;
CRIT REV SOLID STATE;1040-8436;601;6.143;6.813;1.125;8;7.0;0.00161;2.590;
CRIT REV THER DRUG;0743-4863;1132;3.040;3.726;0.091;11;>10.0;0.00110;0.908;
CRIT REV TOXICOL;1040-8444;2564;3.960;6.189;0.875;40;8.0;0.00511;1.651;
CROAT CHEM ACTA;0011-1643;1142;0.713;0.936;0.113;62;7.8;0.00221;0.278;
CROAT MED J;0353-9504;1011;1.455;1.419;0.255;55;5.6;0.00290;0.380;
CROP BREED APPL BIOT;1518-7853;241;0.509;;0.071;42;5.2;0.00058;;
CRUSTACEANA;0011-216X;1637;0.630;0.649;0.080;112;>10.0;0.00199;0.179;
CRYOBIOLOGY;0011-2240;3135;1.830;2.052;0.381;105;>10.0;0.00367;0.447;
CRYOGENICS;0011-2275;1914;1.124;1.131;0.284;116;9.8;0.00393;0.411;
CRYOLETTERS;0143-2044;795;1.121;1.110;0.083;48;8.5;0.00080;0.189;
