Abbreviated Journal Title;ISSN;{2011} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2011} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
COMPUT BIOL MED;0010-4825;1441;1.089;1.302;0.195;128;5.0;0.00430;0.368;
COMPUT CHEM ENG;0098-1354;6655;2.320;2.404;0.381;244;8.3;0.01102;0.686;
COMPUT COMMUN REV;0146-4833;1172;0.648;1.307;0.025;40;6.5;0.00610;0.824;
COMPUT COMMUN;0140-3664;2350;1.044;1.067;0.264;193;4.7;0.01077;0.403;
COMPUT COMPLEX;1016-3328;427;1.122;1.237;0.053;19;>10.0;0.00246;1.443;
COMPUT CONCRETE;1598-8198;175;1.015;0.967;0.024;42;3.6;0.00076;0.273;
COMPUT ECON;0927-7099;309;0.514;;0.093;43;7.3;0.00105;;
COMPUT EDUC;0360-1315;3557;2.621;2.970;0.498;229;3.5;0.00985;0.600;
COMPUT ELECTR ENG;0045-7906;404;0.837;0.733;0.047;106;4.6;0.00114;0.211;
COMPUT ELECTRON AGR;0168-1699;2297;1.846;2.204;0.208;159;5.5;0.00558;0.559;
COMPUT FLUIDS;0045-7930;2982;1.810;1.935;0.204;324;7.0;0.01113;0.900;
COMPUT GEOSCI-UK;0098-3004;3562;1.429;1.714;0.227;198;7.7;0.01005;0.687;
COMPUT GEOTECH;0266-352X;1158;0.987;1.256;0.245;102;6.9;0.00421;0.595;
COMPUT GRAPH FORUM;0167-7055;2439;1.636;1.815;0.233;219;3.9;0.02186;1.392;
COMPUT GRAPH WORLD;0271-4159;8;0.015;0.006;0.000;40;;0.00005;0.009;
COMPUT GRAPH-UK;0097-8493;932;1.000;0.875;0.462;104;7.4;0.00348;0.505;
COMPUT IND ENG;0360-8352;3499;1.589;1.872;0.262;229;6.5;0.00951;0.616;
COMPUT IND;0166-3615;1487;1.529;1.937;0.219;73;6.5;0.00321;0.500;
COMPUT INFORM;1335-9150;94;0.239;0.278;0.129;62;;0.00028;0.064;
COMPUT INTELL-US;0824-7935;338;0.971;0.977;0.033;30;>10.0;0.00064;0.399;
COMPUT J;0010-4620;2000;0.785;0.943;0.149;148;>10.0;0.00293;0.475;
COMPUT LANG SYST STR;1477-8424;26;0.273;0.280;0.125;8;;0.00025;0.179;
COMPUT LINGUIST;0891-2017;920;0.721;1.696;0.042;24;>10.0;0.00153;0.907;
COMPUT MATH APPL;0898-1221;7062;1.747;1.643;0.319;867;4.4;0.02520;0.586;
COMPUT MATH METHOD M;1748-670X;81;0.684;;0.136;22;;0.00076;;
COMPUT MATH ORGAN TH;1381-298X;202;0.389;;0.125;16;7.2;0.00045;;
COMPUT MECH;0178-7675;3101;2.065;2.294;0.330;103;7.8;0.01071;1.046;
COMPUT MED IMAG GRAP;0895-6111;1159;1.467;1.563;0.129;62;6.5;0.00249;0.404;
COMPUT METH PROG BIO;0169-2607;2060;1.516;1.531;0.216;134;6.9;0.00554;0.534;
COMPUT METHOD APPL M;0045-7825;13976;2.651;2.615;0.380;255;9.8;0.04018;1.327;
COMPUT METHOD BIOMEC;1025-5842;807;1.169;1.507;0.110;210;5.0;0.00250;0.483;
COMPUT MUSIC J;0148-9267;320;0.706;0.920;0.143;21;>10.0;0.00065;0.408;
COMPUT NETW;1389-1286;3501;1.200;1.589;0.245;274;5.8;0.01416;0.692;
COMPUT OPER RES;0305-0548;4822;1.720;1.984;0.221;172;6.2;0.02035;0.966;
COMPUT OPTIM APPL;0926-6003;1108;1.350;1.432;0.195;82;7.3;0.00587;1.063;
COMPUT PHYS COMMUN;0010-4655;9287;3.268;2.812;0.673;361;9.8;0.02677;1.355;
COMPUT SCI ENG;1521-9615;668;1.422;1.312;0.566;53;5.3;0.00323;0.696;
COMPUT SCI INF SYST;1820-0214;70;0.625;;0.032;62;;0.00027;;
COMPUT SECUR;0167-4048;706;0.868;1.075;0.185;54;6.7;0.00143;0.291;
COMPUT SPEECH LANG;0885-2308;605;1.319;1.452;0.512;41;8.8;0.00204;0.717;
COMPUT STAND INTER;0920-5489;566;1.257;1.118;0.220;59;4.2;0.00226;0.373;
COMPUT STAT DATA AN;0167-9473;3918;1.028;1.373;0.337;270;5.2;0.02625;0.839;
COMPUT STRUCT;0045-7949;6792;1.874;1.961;0.175;211;>10.0;0.01345;0.916;
COMPUT SUPP COOP W J;0925-9724;351;1.071;;0.059;17;8.5;0.00085;;
COMPUT SYST SCI ENG;0267-6192;128;0.371;0.381;0.029;35;5.9;0.00022;0.072;
COMPUT THEOR CHEM;2210-271X;120;;;0.244;467;0.5;0.00001;;
COMPUT VIS IMAGE UND;1077-3142;2672;1.340;2.485;0.085;130;7.3;0.01060;1.299;
COMPUT-AIDED CIV INF;1093-9687;992;3.382;2.704;0.163;43;4.6;0.00280;0.685;
COMPUTAT GEOSCI;1420-0597;482;1.348;1.538;0.250;48;5.1;0.00254;0.809;
COMPUTATION STAT;0943-4062;291;0.276;0.771;0.275;40;5.4;0.00200;0.541;
COMPUTER;0018-9162;3601;1.470;2.111;0.263;76;9.1;0.00976;1.135;
COMPUTING;0010-485X;1004;0.701;0.925;0.050;40;>10.0;0.00280;0.636;
CONCEPT MAGN RESON A;1546-6086;338;1.674;1.420;0.130;23;5.9;0.00114;0.522;
CONCEPT MAGN RESON B;1552-5031;223;0.792;1.130;0.136;22;4.9;0.00092;0.409;
CONCURR COMP-PRACT E;1532-0626;800;0.636;0.779;0.236;140;5.0;0.00408;0.361;
CONCURRENT ENG-RES A;1063-293X;209;0.478;0.710;0.040;25;7.3;0.00038;0.169;
CONDENS MATTER PHYS;1607-324X;362;0.811;0.681;0.128;47;5.1;0.00148;0.270;
CONDOR;0010-5422;4673;1.118;1.646;0.205;88;>10.0;0.00543;0.655;
CONFIGURATIONS;1063-1801;129;0.182;0.321;0.167;6;>10.0;0.00026;0.180;
CONGENIT HEART DIS;1747-079X;309;0.901;;0.130;77;3.2;0.00224;;
CONNECT SCI;0954-0091;285;0.676;0.821;0.000;17;8.8;0.00048;0.277;
CONNECT TISSUE RES;0300-8207;1684;1.198;1.754;0.314;51;>10.0;0.00222;0.521;
CONSERV BIOL;0888-8892;16410;4.692;5.940;0.744;133;9.0;0.03440;2.293;
CONSERV GENET RESOUR;1877-7252;154;0.485;0.485;0.122;181;1.8;0.00066;0.134;
CONSERV GENET;1566-0621;3293;1.610;2.053;0.448;145;4.5;0.01234;0.642;
CONSERV LETT;1755-263X;583;4.082;4.752;0.849;53;2.4;0.00515;2.485;
CONSTR APPROX;0176-4276;861;1.119;1.489;0.343;35;>10.0;0.00498;1.507;
CONSTR BUILD MATER;0950-0618;4396;1.834;2.134;0.269;532;4.0;0.01700;0.663;
CONSTRAINTS;1383-7133;188;0.659;0.989;0.176;17;6.0;0.00106;0.621;
CONT SHELF RES;0278-4343;5450;2.088;2.352;0.344;212;7.7;0.01517;0.950;
CONTACT DERMATITIS;0105-1873;5240;3.509;3.570;0.860;121;9.5;0.00570;0.665;
CONTACT LENS ANTERIO;1367-0484;455;1.421;;0.140;50;4.5;0.00137;;
CONTEMP CLIN TRIALS;1551-7144;939;1.814;1.892;0.290;131;3.9;0.00593;0.831;
CONTEMP NURSE;1037-6178;484;0.667;;0.029;69;5.4;0.00128;;
CONTEMP PHYS;0010-7514;1056;2.081;2.684;0.318;22;8.1;0.00264;1.467;
CONTEMP PROBL ECOL+;1995-4255;154;0.099;0.210;0.028;109;6.5;0.00030;0.053;
CONTINUUM MECH THERM;0935-1175;488;1.310;1.096;0.250;28;8.6;0.00157;0.550;
CONTRACEPTION;0010-7824;4669;2.724;2.590;0.565;161;6.9;0.01150;0.814;
CONTRAST MEDIA MOL I;1555-4309;514;3.328;3.580;0.316;57;3.3;0.00244;0.963;
CONTRIB ASTRON OBS S;1335-1842;54;0.152;;0.095;21;;0.00024;;
CONTRIB MINERAL PETR;0010-7999;10859;3.441;3.900;0.632;133;>10.0;0.01440;1.744;
CONTRIB NEPHROL;0302-5144;1142;1.487;1.476;0.180;205;5.3;0.00289;0.395;
CONTRIB PLASM PHYS;0863-1042;1052;1.108;1.160;0.259;108;5.1;0.00446;0.513;
CONTRIB ZOOL;1383-4517;282;1.231;1.446;0.444;18;6.5;0.00064;0.422;
CONTROL ENG APPL INF;1454-8658;35;0.338;;0.000;49;;0.00010;;
CONTROL ENG PRACT;0967-0661;2900;1.481;1.844;0.164;134;7.3;0.00687;0.596;
COORDIN CHEM REV;0010-8545;25062;12.110;12.744;2.179;151;7.7;0.04169;3.211;
COPD;1541-2555;672;1.794;;0.208;48;4.2;0.00304;;
COPEIA;0045-8511;4894;1.101;1.300;0.167;60;>10.0;0.00412;0.488;
CORAL REEFS;0722-4028;4458;3.878;3.884;0.745;110;8.1;0.01030;1.307;
CORNEA;0277-3740;6566;1.733;2.116;0.285;295;6.6;0.01641;0.643;
CORONARY ARTERY DIS;0954-6928;1374;1.237;1.493;0.180;89;6.4;0.00360;0.463;
CORROS ENG SCI TECHN;1478-422X;293;0.658;0.700;0.130;115;4.6;0.00089;0.199;
CORROS REV;0334-6005;138;0.692;0.523;0.000;18;8.8;0.00026;0.162;
CORROS SCI;0010-938X;15758;3.734;3.729;0.721;509;6.7;0.02497;0.728;
CORROSION;0010-9312;3802;1.441;1.281;0.451;82;>10.0;0.00345;0.429;
CORTEX;0010-9452;4985;6.080;4.765;2.012;86;5.5;0.01345;1.400;
COSMIC RES+;0010-9525;355;0.387;0.367;0.102;59;9.4;0.00077;0.136;
CR ACAD BULG SCI;1310-1331;380;0.210;0.173;0.106;227;4.9;0.00069;0.035;
CR BIOL;1631-0691;1720;1.533;1.826;0.461;102;5.0;0.00516;0.533;
CR CHIM;1631-0748;2253;1.803;1.836;0.407;123;5.2;0.00669;0.484;
CR GEOSCI;1631-0713;1362;1.725;1.718;0.521;71;5.1;0.00609;0.704;
CR MATH;1631-073X;1179;0.384;0.482;0.044;271;5.2;0.01473;0.553;
CR MECANIQUE;1631-0721;624;0.799;0.744;0.195;82;4.7;0.00381;0.414;
CR PALEVOL;1631-0683;707;1.043;1.091;0.246;61;5.8;0.00272;0.449;
CR PHYS;1631-0705;1110;1.360;1.401;0.889;72;4.9;0.00525;0.652;
CRANIO;0886-9634;502;0.656;0.873;0.030;33;>10.0;0.00058;0.189;
CRETACEOUS RES;0195-6671;1573;1.537;1.576;0.344;64;7.5;0.00435;0.621;
CRIT CARE CLIN;0749-0704;1211;2.049;2.057;0.353;51;6.7;0.00275;0.609;
CRIT CARE MED;0090-3493;30570;6.330;6.484;2.142;310;6.7;0.08036;2.168;
CRIT CARE NURSE;0279-5442;432;1.077;1.346;0.239;46;5.3;0.00144;0.438;
CRIT CARE RESUSC;1441-2772;408;1.671;;0.250;28;4.4;0.00236;;
CRIT CARE;1466-609X;8639;4.607;4.975;1.029;242;4.2;0.03583;1.616;
CRIT REV ANAL CHEM;1040-8347;849;3.902;3.956;0.235;17;7.2;0.00143;0.866;
CRIT REV BIOCHEM MOL;1040-9238;2500;7.655;8.916;0.667;33;8.5;0.00870;4.431;
CRIT REV BIOTECHNOL;0738-8551;1193;6.472;6.346;0.636;22;6.8;0.00218;1.524;
CRIT REV CL LAB SCI;1040-8363;967;5.250;5.532;0.214;14;7.8;0.00196;1.726;
CRIT REV ENV SCI TEC;1064-3389;1623;4.841;8.247;0.351;74;7.7;0.00328;2.323;
CRIT REV EUKAR GENE;1045-4403;630;3.075;2.771;0.042;24;7.2;0.00164;0.934;
CRIT REV FOOD SCI;1040-8398;4139;4.789;5.780;0.864;59;8.0;0.00686;1.526;
CRIT REV IMMUNOL;1040-8401;1146;3.317;3.322;0.238;21;7.3;0.00327;1.247;
CRIT REV MICROBIOL;1040-841X;1279;6.270;5.694;0.680;25;7.7;0.00274;1.756;
CRIT REV ONCOL HEMAT;1040-8428;4110;4.411;4.705;0.754;114;5.7;0.01184;1.464;
CRIT REV PLANT SCI;0735-2689;2132;4.659;6.457;0.192;26;8.3;0.00355;2.106;
CRIT REV SOLID STATE;1040-8436;694;9.467;8.906;0.455;11;7.0;0.00209;3.563;
CRIT REV THER DRUG;0743-4863;1026;2.609;3.323;0.364;11;>10.0;0.00085;0.744;
CRIT REV TOXICOL;1040-8444;2596;5.160;6.237;0.943;35;7.3;0.00554;1.788;
CROAT CHEM ACTA;0011-1643;1043;0.763;0.854;0.071;70;8.5;0.00180;0.255;
CROAT J FOR ENG;1845-5719;79;0.394;;0.458;48;;0.00018;;
CROAT MED J;0353-9504;1160;1.796;1.628;0.247;77;6.1;0.00284;0.464;
CROP BREED APPL BIOT;1518-7853;294;0.655;;0.014;69;5.1;0.00052;;
CRUSTACEANA;0011-216X;1780;0.464;0.616;0.073;124;>10.0;0.00174;0.166;
CRYOBIOLOGY;0011-2240;3191;2.062;2.199;0.231;78;>10.0;0.00441;0.525;
CRYOGENICS;0011-2275;1549;0.669;0.755;0.147;102;>10.0;0.00261;0.279;
CRYOLETTERS;0143-2044;997;1.245;1.326;0.018;56;9.2;0.00100;0.238;
CRYOSPHERE;1994-0416;386;3.279;3.656;0.688;80;2.2;0.00274;1.662;
CRYPTOGAMIE ALGOL;0181-1568;283;0.395;0.672;0.200;25;9.6;0.00040;0.189;
CRYPTOGAMIE BRYOL;1290-0796;261;0.551;0.629;0.125;24;6.9;0.00050;0.164;
CRYPTOGAMIE MYCOL;0181-1584;246;0.754;0.678;0.778;36;5.7;0.00047;0.173;
CRYPTOLOGIA;0161-1194;81;0.109;0.126;0.143;21;;0.00015;0.070;
CRYST GROWTH DES;1528-7483;19082;4.720;4.877;0.723;733;3.5;0.05340;0.914;
CRYST RES TECHNOL;0232-1300;2285;0.946;0.964;0.221;199;6.6;0.00519;0.271;
CRYSTALLOGR REP+;1063-7745;1849;0.469;0.476;0.092;174;>10.0;0.00281;0.166;
CRYSTALLOGR REV;0889-311X;165;2.067;;1.444;9;6.9;0.00048;;
CRYSTENGCOMM;1466-8033;9036;3.842;4.023;0.844;1018;2.9;0.02172;0.751;
CSH PERSPECT BIOL;1943-0264;2379;9.402;9.402;1.766;141;1.7;0.02279;5.548;
CTS-CLIN TRANSL SCI;1752-8054;343;2.118;2.271;0.379;58;2.5;0.00210;0.817;
CUAJ-CAN UROL ASSOC;1911-6470;256;1.237;;0.846;52;2.4;0.00128;;
CURR ALLERGY ASTHM R;1529-7322;1080;2.500;2.144;0.641;64;4.3;0.00419;0.730;
CURR ALLERGY CLIN IM;1609-3607;23;0.059;;;;;0.00006;;
CURR ALZHEIMER RES;1567-2050;1817;3.953;4.159;0.900;90;3.8;0.00751;1.187;
CURR ANAL CHEM;1573-4110;288;1.000;1.337;0.389;36;3.6;0.00096;0.311;
CURR APPL PHYS;1567-1739;3224;1.900;1.821;0.285;530;2.8;0.01290;0.503;
CURR ATHEROSCLER REP;1523-3804;1109;2.664;;0.475;61;4.9;0.00368;;
CURR BIOINFORM;1574-8936;165;0.898;1.089;1.200;35;2.9;0.00072;0.352;
CURR BIOL;0960-9822;41572;9.647;10.881;2.360;333;6.3;0.18607;5.888;
CURR CANCER DRUG TAR;1568-0096;2094;4.327;4.267;0.779;86;4.1;0.00871;1.409;
CURR COMPUT-AID DRUG;1573-4099;223;1.762;1.547;0.536;28;3.3;0.00068;0.316;
CURR DIABETES REP;1534-4827;1033;2.496;;0.292;65;4.6;0.00442;;
CURR DRUG METAB;1389-2002;2862;5.113;4.879;0.593;81;4.3;0.00884;1.218;
CURR DRUG TARGETS;1389-4501;3376;3.553;3.692;1.335;170;4.2;0.01286;1.092;
CURR EYE RES;0271-3683;3458;1.280;1.535;0.149;148;>10.0;0.00484;0.428;
CURR GENE THER;1566-5232;1266;3.386;4.086;1.739;23;4.3;0.00464;1.212;
CURR GENET;0172-8083;2765;2.556;2.322;0.294;34;>10.0;0.00444;0.838;
CURR GENOMICS;1389-2029;684;2.408;2.280;0.071;56;3.3;0.00403;0.810;
CURR HIV RES;1570-162X;873;1.745;1.994;0.118;76;3.9;0.00401;0.648;
CURR HYPERTENS REP;1522-6417;1165;2.504;2.265;0.500;56;4.8;0.00407;0.725;
CURR ISSUES MOL BIOL;1467-3037;487;3.138;4.218;0.333;6;6.1;0.00131;1.294;
CURR MED CHEM;0929-8673;11387;4.859;4.806;0.474;403;5.2;0.03177;1.299;
CURR MED IMAGING REV;1573-4056;175;0.708;0.636;0.629;35;4.3;0.00073;0.241;
CURR MED RES OPIN;0300-7995;5414;2.380;2.453;0.722;252;4.3;0.01957;0.698;
CURR MICROBIOL;0343-8651;4228;1.815;1.771;0.331;363;7.8;0.00836;0.474;
CURR MOL MED;1566-5240;2819;4.476;4.854;0.644;59;4.7;0.01153;1.672;
CURR NANOSCI;1573-4137;684;1.776;2.074;0.168;131;3.3;0.00223;0.430;
CURR NEUROL NEUROSCI;1528-4042;1168;3.455;2.722;0.783;69;3.8;0.00521;0.941;
CURR NEUROPHARMACOL;1570-159X;588;2.847;3.424;0.121;91;3.5;0.00282;1.020;
CURR NEUROVASC RES;1567-2026;633;2.719;2.824;0.438;32;4.4;0.00208;0.714;
CURR ONCOL REP;1523-3790;892;2.545;;0.661;59;4.1;0.00366;;
CURR ONCOL;1198-0052;492;2.473;;0.426;54;2.9;0.00266;;
CURR OPIN ALLERGY CL;1528-4050;2288;4.108;3.601;0.590;83;4.4;0.00880;1.173;
CURR OPIN ANESTHESIO;0952-7907;1459;2.213;;0.364;99;3.7;0.00582;;
CURR OPIN BIOTECH;0958-1669;8718;7.711;8.934;1.282;124;6.4;0.02357;2.920;
CURR OPIN CARDIOL;0268-4705;1687;2.329;2.412;0.333;81;5.3;0.00606;0.834;
CURR OPIN CELL BIOL;0955-0674;13795;12.897;12.594;1.648;91;6.4;0.06374;6.950;
CURR OPIN CHEM BIOL;1367-5931;8599;9.850;9.723;1.204;108;5.8;0.02787;3.423;
CURR OPIN CLIN NUTR;1363-1950;3098;4.378;4.070;0.625;88;4.6;0.01096;1.266;
CURR OPIN COLLOID IN;1359-0294;4478;8.010;7.837;0.829;70;7.4;0.00919;2.268;
CURR OPIN CRIT CARE;1070-5295;2136;2.514;2.865;0.568;88;5.0;0.00753;0.942;
CURR OPIN DRUG DISC;1367-6733;1857;4.202;3.774;;0;4.6;0.00639;1.092;
CURR OPIN ENDOCRINOL;1752-296X;1021;3.618;;0.525;59;2.9;0.00569;;
CURR OPIN ENV SUST;1877-3435;244;2.438;2.438;0.347;72;1.8;0.00186;1.138;
CURR OPIN GASTROEN;0267-1379;1857;4.190;3.571;0.438;73;3.7;0.00870;1.177;
CURR OPIN GENET DEV;0959-437X;7832;8.086;8.040;1.543;105;6.5;0.03373;4.378;
CURR OPIN HEMATOL;1065-6251;2564;4.520;4.226;0.738;65;4.4;0.01109;1.630;
CURR OPIN HIV AIDS;1746-630X;1046;4.747;;1.192;78;2.3;0.00718;;
CURR OPIN IMMUNOL;0952-7915;8729;9.522;9.142;1.174;109;5.5;0.03793;4.136;
CURR OPIN INFECT DIS;0951-7375;2872;4.930;4.891;0.663;89;4.4;0.01223;1.731;
CURR OPIN INVEST DR;1472-4472;2664;3.309;2.939;;0;4.3;0.00965;0.893;
CURR OPIN LIPIDOL;0957-9672;3478;6.086;5.351;1.000;58;6.3;0.01065;1.923;
CURR OPIN MICROBIOL;1369-5274;7344;7.929;8.418;1.020;100;5.7;0.02969;3.542;
CURR OPIN MOL THER;1464-8431;1419;3.676;2.889;;0;3.8;0.00584;0.956;
CURR OPIN NEPHROL HY;1062-4821;2623;4.331;3.728;0.862;87;5.2;0.00908;1.296;
CURR OPIN NEUROBIOL;0959-4388;10788;7.444;8.742;1.075;120;7.3;0.04030;4.725;
CURR OPIN NEUROL;1350-7540;4148;4.936;5.027;0.821;84;5.3;0.01404;1.720;
CURR OPIN OBSTET GYN;1040-872X;1714;2.378;2.362;0.319;69;5.1;0.00564;0.742;
CURR OPIN ONCOL;1040-8746;2567;4.101;3.646;0.583;96;4.8;0.00923;1.246;
CURR OPIN OPHTHALMOL;1040-8738;2062;2.647;2.900;0.368;76;5.7;0.00736;1.087;
CURR OPIN ORGAN TRAN;1087-2418;1003;2.967;1.916;0.376;93;2.4;0.00568;0.650;
CURR OPIN OTOLARYNGO;1068-9508;1197;1.826;;0.120;75;4.7;0.00454;;
CURR OPIN PEDIATR;1040-8703;2283;2.833;2.586;0.620;100;5.0;0.00817;0.888;
CURR OPIN PHARMACOL;1471-4892;5003;6.856;6.924;0.713;101;4.4;0.02063;2.295;
CURR OPIN PLANT BIOL;1369-5266;8747;9.272;9.462;0.919;99;5.8;0.03050;3.523;
CURR OPIN PSYCHIATR;0951-7367;2025;3.053;3.437;0.538;80;4.4;0.00839;1.069;
CURR OPIN PULM MED;1070-5287;1814;3.075;2.627;0.526;78;4.9;0.00601;0.839;
CURR OPIN RHEUMATOL;1040-8711;3426;4.309;4.000;1.102;88;5.4;0.01112;1.362;
CURR OPIN SOLID ST M;1359-0286;2354;4.233;5.884;0.833;30;9.0;0.00298;1.892;
CURR OPIN STRUC BIOL;0959-440X;10190;9.424;9.485;1.548;93;6.7;0.04108;4.870;
CURR OPIN UROL;0963-0643;1322;2.590;2.200;0.617;81;3.7;0.00546;0.735;
CURR ORG CHEM;1385-2728;3649;3.064;3.468;0.470;215;5.8;0.00828;0.870;
CURR ORG SYNTH;1570-1794;665;3.434;3.842;0.438;48;4.4;0.00205;0.979;
CURR PAIN HEADACHE R;1531-3433;839;1.662;;0.467;60;4.8;0.00251;;
CURR PHARM ANAL;1573-4129;173;1.155;1.014;0.054;37;3.6;0.00066;0.248;
CURR PHARM BIOTECHNO;1389-2010;1552;2.805;3.043;0.581;210;3.7;0.00522;0.879;
CURR PHARM DESIGN;1381-6128;10281;3.870;3.807;0.854;364;4.6;0.03305;1.082;
CURR PROB CANCER;0147-0272;271;1.333;2.093;0.133;15;7.9;0.00072;0.730;
CURR PROB CARDIOLOGY;0146-2806;369;2.583;3.220;0.083;12;5.8;0.00124;1.142;
CURR PROB SURG;0011-3840;427;2.333;2.034;0.417;12;>10.0;0.00066;0.608;
CURR PROTEIN PEPT SC;1389-2037;1584;2.886;3.512;0.448;67;5.4;0.00488;1.081;
CURR PROTEOMICS;1570-1646;243;3.179;;0.500;6;2.6;0.00062;;
CURR PSYCHIAT REP;1523-3812;1340;2.711;;0.279;61;4.5;0.00507;;
CURR SCI INDIA;0011-3891;7586;0.935;1.110;0.295;373;8.0;0.01223;0.323;
CURR SIGNAL TRANSD T;1574-3624;68;0.500;0.583;;;;0.00035;0.168;
CURR SPORT MED REP;1537-890X;514;1.140;;0.286;56;4.6;0.00141;;
CURR THER RES CLIN E;0011-393X;582;0.333;0.359;0.042;24;>10.0;0.00025;0.077;
CURR TOP DEV BIOL;0070-2153;2056;6.000;5.802;0.657;35;5.0;0.01223;3.301;
CURR TOP MED CHEM;1568-0266;4646;4.174;4.417;0.706;201;4.7;0.01384;1.170;
CURR TOP MEMBR;1063-5823;203;0.592;0.730;0.045;22;8.1;0.00099;0.396;
CURR TOP MICROBIOL;0070-217X;4850;4.925;4.441;1.019;52;6.0;0.01721;1.748;
CURR TOP NUTRACEUT R;1540-7535;83;0.286;0.402;0.000;21;;0.00016;0.090;
CURR TREAT OPTION NE;1092-8480;488;1.292;;0.647;51;4.1;0.00172;;
CURR TREAT OPTION ON;1527-2729;605;2.684;;0.265;34;5.5;0.00215;;
CURR VASC PHARMACOL;1570-1611;959;2.896;2.640;1.087;69;3.2;0.00327;0.755;
CUTAN OCUL TOXICOL;1556-9527;188;0.912;1.012;0.046;65;3.6;0.00074;0.235;
CUTIS;0011-4162;1674;0.813;0.914;0.188;85;9.6;0.00236;0.241;
CYBERNET SYST;0196-9722;412;1.182;0.695;0.057;35;8.6;0.00075;0.203;
CYBIUM;0399-0974;658;0.404;0.402;0.032;31;>10.0;0.00094;0.112;
CYTA-J FOOD;1947-6345;42;0.632;0.632;0.037;54;;0.00014;0.133;
CYTOGENET GENOME RES;1424-8581;2962;1.533;1.729;0.586;116;6.0;0.00869;0.592;
CYTOJOURNAL;0974-5963;141;0.628;;0.000;11;4.1;0.00064;;
CYTOKINE GROWTH F R;1359-6101;4405;7.812;8.013;0.485;33;6.6;0.01278;3.043;
CYTOKINE;1043-4666;5401;3.019;3.171;0.451;275;6.2;0.01480;1.022;
CYTOL GENET+;0095-4527;175;0.246;;0.034;58;8.4;0.00024;;
CYTOLOGIA;0011-4545;717;0.430;;0.064;47;>10.0;0.00058;;
CYTOM PART A;1552-4922;2846;3.729;3.394;0.911;101;4.1;0.01087;1.023;
CYTOM PART B-CLIN CY;1552-4949;869;2.525;2.297;0.549;51;4.2;0.00337;0.699;
CYTOPATHOLOGY;0956-5507;833;1.588;1.496;0.569;58;5.7;0.00192;0.386;
CYTOSKELETON;1949-3584;218;2.657;2.671;0.464;56;1.4;0.00202;1.576;
CYTOTECHNOLOGY;0920-9069;1163;1.207;1.479;0.162;68;9.1;0.00213;0.384;
CYTOTHERAPY;1465-3249;2418;3.627;3.962;0.737;118;4.7;0.00819;1.049;
CZECH J FOOD SCI;1212-1800;472;0.522;0.676;0.096;94;4.5;0.00108;0.146;
CZECH J GENET PLANT;1212-1975;164;0.532;;0.059;51;5.3;0.00033;;
CZECH MATH J;0011-4642;768;0.262;0.285;0.037;82;>10.0;0.00175;0.219;
DAIRY SCI TECHNOL;1958-5586;256;1.183;1.643;0.256;43;3.1;0.00120;0.468;
DALTON T;1477-9226;37605;3.838;3.887;0.830;1492;5.5;0.07763;0.884;
DAN MED BULL;0907-8916;1124;0.747;1.922;0.175;114;>10.0;0.00232;0.825;
DARU;1560-8115;275;0.625;0.796;0.050;40;4.6;0.00048;0.113;
DATA KNOWL ENG;0169-023X;1112;1.422;1.444;0.362;47;5.0;0.00466;0.577;
DATA MIN KNOWL DISC;1384-5810;1317;1.545;1.890;0.419;31;>10.0;0.00261;0.923;
DATABASE-OXFORD;1758-0463;272;3.179;3.214;0.909;55;1.8;0.00145;1.410;
DECIS SUPPORT SYST;0167-9236;2984;1.687;2.331;0.270;148;5.7;0.00826;0.678;
DEEP-SEA RES PT I;0967-0637;5099;2.421;2.632;0.570;100;9.0;0.01357;1.178;
DEEP-SEA RES PT II;0967-0645;7919;2.277;2.704;4.005;209;7.0;0.02050;1.160;
DEFENCE SCI J;0011-748X;224;0.270;0.257;0.013;77;6.6;0.00052;0.071;
DEMENT GERIATR COGN;1420-8008;3436;2.141;2.914;0.289;114;5.3;0.01055;0.838;
DENDROBIOLOGY;1641-1307;73;0.649;;0.053;19;;0.00019;;
DENDROCHRONOLOGIA;1125-7865;531;1.525;;0.759;29;6.6;0.00132;;
DENT MATER J;0287-4547;1095;1.137;1.363;0.100;120;4.8;0.00345;0.354;
DENT MATER;0109-5641;6937;3.135;3.695;0.458;168;5.7;0.01656;0.941;
DENT TRAUMATOL;1600-4469;1375;1.204;1.380;0.213;89;5.5;0.00236;0.248;
DENTOMAXILLOFAC RAD;0250-832X;1522;1.081;1.557;0.190;79;7.2;0.00346;0.459;
DEPRESS ANXIETY;1091-4269;3467;4.184;3.931;0.555;119;4.4;0.01205;1.288;
DERMATITIS;1710-3568;408;1.211;1.393;0.079;38;4.0;0.00156;0.412;
DERMATOL CLIN;0733-8635;1482;2.156;1.829;0.271;85;8.2;0.00331;0.552;
DERMATOL SIN;1027-8117;32;0.155;;0.000;27;;0.00007;;
DERMATOL SURG;1076-0512;6266;1.798;2.307;0.305;197;6.6;0.01138;0.541;
DERMATOL THER;1396-0296;1056;1.687;2.160;0.212;52;4.8;0.00364;0.636;
DERMATOLOGY;1018-8665;4686;2.053;2.277;0.255;102;9.5;0.00749;0.620;
DES AUTOM EMBED SYST;0929-5585;56;0.200;0.351;0.083;12;;0.00012;0.117;
