Abbreviated Journal Title;ISSN;{2009} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2009} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
CELL MOTIL CYTOSKEL;0886-1544;3008;2.840;2.991;0.796;93;9.0;0.00974;1.396;
CELL ONCOL;1570-5870;460;4.169;3.435;0.235;34;2.9;0.00264;0.969;
CELL PHYSIOL BIOCHEM;1015-8987;1917;3.563;3.330;0.255;110;3.1;0.00790;0.901;
CELL POLYM;0262-4893;224;0.727;0.729;0.000;16;>10.0;0.00030;0.167;
CELL PRESERV TECHNOL;1538-344X;136;1.026;1.587;;0;5.0;0.00056;0.423;
CELL PROLIFERAT;0960-7722;1315;2.917;2.892;0.487;76;5.0;0.00433;0.828;
CELL RES;1001-0602;3260;8.151;5.650;1.962;104;2.8;0.02329;2.417;
CELL SIGNAL;0898-6568;6317;4.094;4.102;0.906;213;3.9;0.03498;1.666;
CELL STEM CELL;1934-5909;4007;23.563;23.563;6.724;98;1.7;0.04396;14.875;
CELL STRESS CHAPERON;1355-8145;1509;2.167;2.916;0.721;61;6.7;0.00321;0.763;
CELL STRUCT FUNCT;0386-7196;1175;2.568;2.817;0.385;13;8.7;0.00220;1.288;
CELL TISSUE RES;0302-766X;8707;2.308;2.678;0.680;172;9.7;0.01914;0.903;
CELL TRANSPLANT;0963-6897;2943;5.126;3.649;0.558;113;4.3;0.00766;0.760;
CELL;0092-8674;153972;31.152;32.628;6.825;359;8.7;0.69859;20.124;
CELLS TISSUES ORGANS;1422-6405;1522;3.322;2.757;0.613;93;4.9;0.00585;0.910;
CELLULOSE;0969-0239;1361;2.156;2.257;0.324;105;5.5;0.00388;0.600;
CEMENT CONCRETE RES;0008-8846;9102;2.376;2.616;0.239;142;8.6;0.02308;0.982;
CENT EUR J BIOL;1895-104X;125;0.915;0.896;0.071;70;2.5;0.00058;0.208;
CENT EUR J CHEM;1895-1066;386;1.065;1.000;0.194;124;2.9;0.00175;0.245;
CENT EUR J MED;1895-1058;37;0.224;;0.023;86;;0.00011;;
CENT EUR J OPER RES;1435-246X;118;0.353;;0.000;28;6.1;0.00032;;
CEPHALALGIA;0333-1024;6567;3.464;4.688;0.924;144;5.8;0.01724;1.152;
CEREAL CHEM;0009-0352;5955;1.314;1.663;0.229;109;>10.0;0.00478;0.391;
CEREAL FOOD WORLD;0146-6283;771;0.642;0.693;0.042;24;>10.0;0.00059;0.206;
CEREB CORTEX;1047-3211;15940;6.979;7.427;1.575;275;5.4;0.07424;3.211;
CEREBELLUM;1473-4222;747;3.280;2.754;0.545;55;3.0;0.00383;0.888;
CEREBROVASC DIS;1015-9770;4148;3.535;3.255;0.477;197;4.6;0.01600;1.001;
CESK SLOV NEUROL N;1210-7859;82;0.246;0.155;0.087;80;;0.00011;0.014;
CHALCOGENIDE LETT;1584-8663;124;0.688;;0.095;95;3.0;0.00068;;
CHANNELS;1933-6950;186;1.908;1.908;0.359;39;2.0;0.00149;0.824;
CHAOS SOLITON FRACT;0960-0779;15542;3.315;3.773;0.487;1278;4.1;0.03828;0.613;
CHAOS;1054-1500;3787;1.795;2.087;0.712;198;6.3;0.01440;0.858;
CHELONIAN CONSERV BI;1071-8443;397;0.568;;0.172;29;9.6;0.00070;;
CHEM ANAL-WARSAW;0009-2223;576;0.702;0.594;0.000;72;7.2;0.00102;0.121;
CHEM BIOCHEM ENG Q;0352-9568;303;0.387;0.691;0.032;63;5.3;0.00077;0.142;
CHEM BIODIVERS;1612-1872;1620;1.926;1.889;0.207;188;2.9;0.00944;0.543;
CHEM BIOL DRUG DES;1747-0277;919;2.473;2.683;0.510;143;2.4;0.00461;0.704;
CHEM BIOL;1074-5521;8863;6.523;6.373;1.459;122;6.1;0.03453;2.537;
CHEM CENT J;1752-153X;80;1.310;1.310;0.118;34;;0.00047;0.390;
CHEM COMMUN;1359-7345;84236;5.504;5.398;1.063;1854;6.3;0.22547;1.522;
CHEM ECOL;0275-7540;397;0.634;;0.027;37;5.9;0.00117;;
CHEM EDUC RES PRACT;1109-4028;265;0.742;;0.345;29;6.1;0.00038;;
CHEM ENG COMMUN;0098-6445;1487;0.586;0.631;0.272;103;>10.0;0.00210;0.188;
CHEM ENG J;1385-8947;7708;2.816;2.918;0.481;680;4.3;0.02323;0.709;
CHEM ENG NEWS;0009-2347;1507;0.348;0.279;0.134;403;6.6;0.00450;0.096;
CHEM ENG PROCESS;0255-2701;2607;1.742;1.822;0.378;185;5.1;0.00889;0.504;
CHEM ENG PROG;0360-7275;1510;0.515;0.415;0.069;58;>10.0;0.00124;0.216;
CHEM ENG RES DES;0263-8762;3076;1.223;1.228;0.259;166;>10.0;0.00575;0.369;
CHEM ENG SCI;0009-2509;21512;2.136;2.320;0.387;512;8.9;0.04375;0.686;
CHEM ENG TECHNOL;0930-7516;2312;1.266;1.251;0.244;217;5.1;0.00740;0.355;
CHEM ENG-NEW YORK;0009-2460;224;0.122;0.115;0.074;54;>10.0;0.00036;0.053;
CHEM HETEROCYCL COM+;0009-3122;2170;0.700;;0.189;159;>10.0;0.00197;;
CHEM IND-LONDON;0009-3068;1084;0.144;0.181;0.022;91;>10.0;0.00032;0.036;
CHEM J CHINESE U;0251-0790;2746;0.620;0.560;0.112;520;5.0;0.00397;0.068;
CHEM LETT;0366-7022;15588;1.460;1.532;0.356;562;8.5;0.03264;0.435;
CHEM LISTY;0009-2770;538;0.717;0.535;0.126;119;5.4;0.00091;0.087;
CHEM MATER;0897-4756;57387;5.368;6.142;0.796;785;5.9;0.17758;1.827;
CHEM NAT COMPD+;0009-3130;1473;0.572;0.607;0.129;147;9.3;0.00182;0.103;
CHEM PAP;0366-6352;594;0.791;0.677;0.176;108;5.8;0.00127;0.145;
CHEM PHARM BULL;0009-2363;12785;1.698;1.654;0.227;282;>10.0;0.01364;0.371;
CHEM PHYS CARBON;0069-3138;361;3.250;2.571;;0;>10.0;0.00009;0.600;
CHEM PHYS LETT;0009-2614;56231;2.291;2.402;0.505;1072;9.2;0.11659;0.794;
CHEM PHYS LIPIDS;0009-3084;3531;2.145;2.615;0.658;73;9.5;0.00724;0.836;
CHEM PHYS;0301-0104;13029;2.277;2.059;0.679;271;9.1;0.03361;0.733;
CHEM PROCESS ENG-INZ;0208-6425;92;0.180;0.094;0.021;47;;0.00025;0.018;
CHEM REC;1527-8999;1029;3.862;3.994;0.591;22;5.0;0.00465;1.329;
CHEM RES CHINESE U;1005-9040;475;0.556;0.410;0.046;196;3.5;0.00135;0.074;
CHEM RES TOXICOL;0893-228X;8959;3.740;3.555;0.751;217;6.8;0.02203;0.967;
CHEM REV;0009-2665;80350;35.957;34.284;3.978;178;8.4;0.20904;12.145;
CHEM SENSES;0379-864X;3872;3.031;2.884;0.571;77;7.2;0.01129;0.968;
CHEM SOC REV;0306-0012;17601;20.086;19.953;5.314;223;3.7;0.07082;6.408;
CHEM SPEC BIOAVAILAB;0954-2299;217;0.750;0.770;0.036;28;8.8;0.00033;0.180;
CHEM TECH FUELS OIL+;0009-3092;171;0.097;0.100;0.000;86;>10.0;0.00031;0.033;
CHEM UNSERER ZEIT;0009-2851;201;0.355;0.421;0.147;34;8.3;0.00026;0.080;
CHEM VAPOR DEPOS;0948-1907;1165;1.829;1.958;0.354;48;5.0;0.00460;0.661;
CHEM WORLD-UK;1473-7604;228;0.212;0.414;;;4.3;0.00153;0.137;
CHEM-ASIAN J;1861-4728;2088;4.373;4.305;0.954;197;2.1;0.01271;1.388;
CHEM-BIOL INTERACT;0009-2797;5241;2.457;3.012;0.585;289;6.8;0.01132;0.745;
CHEM-EUR J;0947-6539;38981;5.382;5.563;1.200;1435;4.2;0.14470;1.594;
CHEM-ING-TECH;0009-286X;1068;0.517;0.427;0.112;170;8.6;0.00208;0.110;
CHEMBIOCHEM;1439-4227;7221;3.824;3.910;0.844;334;3.9;0.03981;1.363;
CHEMCATCHEM;1867-3880;11;;;0.190;58;;0.00000;;
CHEMIJA;0235-7216;89;0.254;;0.111;36;;0.00020;;
CHEMMEDCHEM;1860-7179;1781;3.232;3.258;0.594;212;2.3;0.00937;0.888;
CHEMOECOLOGY;0937-7409;789;1.474;2.033;0.115;26;7.4;0.00242;0.771;
CHEMOMETR INTELL LAB;0169-7439;3988;2.111;2.436;0.278;126;8.6;0.00768;0.656;
CHEMOSENS PERCEPT;1936-5802;35;1.000;1.000;0.091;22;;0.00021;0.310;
CHEMOSPHERE;0045-6535;31197;3.253;3.762;0.370;879;5.3;0.08460;0.890;
CHEMOTHERAPY;0009-3157;1270;2.028;1.483;0.397;68;7.7;0.00232;0.324;
CHEMPHYSCHEM;1439-4235;7985;3.453;3.708;0.737;410;4.0;0.04305;1.314;
CHEMSUSCHEM;1864-5631;665;4.767;4.767;0.798;114;1.4;0.00352;1.408;
CHEST;0012-3692;41623;6.360;5.442;1.127;416;7.4;0.10716;1.711;
CHILD CARE HLTH DEV;0305-1862;1297;1.137;1.620;0.212;99;5.7;0.00387;0.453;
CHILD NERV SYST;0256-7040;3198;1.214;1.479;0.244;221;6.8;0.00696;0.357;
CHILD NEUROPSYCHOL;0929-7049;780;1.812;2.239;0.225;40;6.4;0.00204;0.616;
CHIM OGGI;1973-8250;391;0.483;0.463;0.033;91;3.6;0.00151;0.120;
CHIMIA;0009-4293;1349;1.577;1.075;0.343;105;7.3;0.00362;0.333;
CHIN J INTEGR MED;1672-0415;100;0.420;;0.039;77;3.0;0.00036;;
CHINA COMMUN;1673-5447;18;0.118;;0.000;65;;0.00010;;
CHINA PART;1672-2515;183;1.102;2.593;;0;3.8;0.00077;0.623;
CHINA PET PROCESS PE;1008-6234;17;0.070;;0.000;45;;0.00003;;
CHINESE CHEM LETT;1001-8417;1629;0.643;0.449;0.136;398;4.4;0.00432;0.095;
CHINESE GEOGR SCI;1002-0063;125;0.426;0.308;0.085;47;4.2;0.00029;0.052;
CHINESE J ANAL CHEM;0253-3820;1818;0.790;0.524;0.136;369;4.0;0.00301;0.064;
CHINESE J CANCER RES;1000-9604;40;0.198;;0.000;50;;0.00010;;
CHINESE J CATAL;0253-9837;1180;0.786;0.755;0.046;216;4.0;0.00258;0.115;
CHINESE J CHEM ENG;1004-9541;615;0.693;0.606;0.066;152;3.7;0.00208;0.133;
CHINESE J CHEM;1001-604X;1780;0.891;0.774;0.077;404;3.7;0.00508;0.145;
CHINESE J INORG CHEM;1001-4861;1471;0.606;0.534;0.124;403;3.9;0.00276;0.069;
CHINESE J ORG CHEM;0253-2786;1272;0.603;0.588;0.058;293;4.5;0.00249;0.080;
CHINESE J PHYSIOL;0304-4920;327;0.698;0.789;0.078;51;6.3;0.00074;0.183;
CHINESE J POLYM SCI;0256-7679;387;0.526;0.526;0.133;105;4.9;0.00089;0.103;
CHINESE J STRUC CHEM;0254-5861;1001;0.544;0.521;0.047;276;4.4;0.00197;0.072;
CHINESE MED J-PEKING;0366-6999;3407;0.952;0.890;0.161;570;5.1;0.00872;0.198;
CHINESE SCI BULL;1001-6538;5116;0.917;0.923;0.187;631;6.0;0.01190;0.217;
CHIR GASTROENTEROL;0177-9990;49;0.143;0.125;;0;;0.00015;0.029;
CHIRALITY;0899-0042;2757;2.677;2.293;0.709;117;6.2;0.00756;0.670;
CHROMATOGRAPHIA;0009-5893;4485;1.098;1.186;0.135;517;8.1;0.00816;0.281;
CHROMOSOMA;0009-5915;3428;4.979;4.340;1.140;57;>10.0;0.01165;2.267;
CHROMOSOME RES;0967-3849;2374;3.230;3.276;0.573;82;5.5;0.01024;1.295;
CHRONOBIOL INT;0742-0528;2142;3.987;2.859;0.589;73;4.8;0.00506;0.584;
CIENC TEC ALIMENTAR;1135-8122;19;0.086;0.079;;0;;0.00005;0.026;
CIENC TEC VITIVINIC;0254-0223;39;0.300;;0.000;5;;0.00010;;
CIENCIA TECNOL ALIME;0101-2061;770;0.276;;0.007;140;6.0;0.00108;;
CIN-COMPUT INFORM NU;1538-2931;298;0.953;1.275;0.143;35;4.8;0.00115;0.331;
CIRC J;1346-9843;4288;2.692;2.293;0.669;356;3.0;0.01534;0.490;
CIRC RES;0009-7330;39903;9.214;9.857;1.919;271;7.3;0.12849;3.903;
CIRC-ARRHYTHMIA ELEC;1941-3149;175;3.400;3.400;0.506;77;1.4;0.00112;1.346;
CIRC-CARDIOVASC IMAG;1941-9651;86;1.783;1.783;0.863;51;;0.00035;0.729;
CIRC-HEART FAIL;1941-3289;142;3.433;3.433;0.487;78;1.3;0.00092;1.480;
CIRCUIT WORLD;0305-6120;113;0.500;0.427;0.043;23;6.0;0.00030;0.109;
CIRCULATION;0009-7322;145961;14.816;14.049;2.514;589;7.1;0.42793;5.055;
CLADISTICS;0748-3007;2999;4.929;4.750;0.923;26;>10.0;0.00647;1.728;
CLEAN TECHNOL ENVIR;1618-954X;195;1.016;;0.100;40;4.8;0.00055;;
CLEAN-SOIL AIR WATER;1863-0650;293;1.412;1.412;0.192;99;1.9;0.00118;0.291;
CLEFT PALATE-CRAN J;1055-6656;2301;0.884;1.219;0.113;97;>10.0;0.00343;0.332;
CLEV CLIN J MED;0891-1150;1189;2.149;1.843;0.600;45;5.5;0.00370;0.526;
CLIM RES;0936-577X;1889;2.250;2.206;0.643;56;7.4;0.00518;0.898;
CLIMACTERIC;1369-7137;1055;2.568;2.547;0.321;78;4.0;0.00301;0.520;
CLIMATIC CHANGE;0165-0009;5849;3.635;4.184;0.729;155;6.4;0.02502;1.909;
CLIN ANAT;0897-3806;1273;1.084;1.087;0.351;114;5.2;0.00391;0.299;
CLIN APPL THROMB-HEM;1076-0296;685;1.351;1.471;0.176;102;4.6;0.00225;0.364;
CLIN AUTON RES;0959-9851;1009;1.278;1.573;0.195;41;7.1;0.00235;0.459;
CLIN BIOCHEM;0009-9120;4104;2.019;2.340;0.282;305;5.3;0.01270;0.617;
CLIN BIOMECH;0268-0033;4537;1.759;2.347;0.302;129;7.4;0.01195;0.763;
CLIN BREAST CANCER;1526-8209;1021;2.065;;0.318;44;4.5;0.00472;;
CLIN CANCER RES;1078-0432;52244;6.747;6.768;1.223;888;4.6;0.22328;2.128;
CLIN CARDIOL;0160-9289;2008;1.602;1.241;0.284;109;8.9;0.00461;0.410;
CLIN CHEM LAB MED;1434-6621;3682;1.886;1.924;0.408;213;4.8;0.01270;0.516;
CLIN CHEM;0009-9147;24297;6.263;6.106;2.066;212;8.5;0.05205;1.830;
CLIN CHEST MED;0272-5231;1642;2.505;2.191;0.409;44;8.2;0.00408;0.707;
CLIN CHIM ACTA;0009-8981;9784;2.535;2.656;0.458;343;6.8;0.02251;0.682;
CLIN COLORECTAL CANC;1533-0028;492;1.764;;0.148;27;3.8;0.00220;;
CLIN DERMATOL;0738-081X;1849;3.107;2.654;0.451;71;6.0;0.00531;0.755;
CLIN DEV IMMUNOL;1740-2522;364;3.000;;0.000;10;3.8;0.00210;;
CLIN DRUG INVEST;1173-2563;880;1.414;1.183;0.420;88;5.0;0.00249;0.292;
CLIN DYSMORPHOL;0962-8827;457;0.468;0.459;0.131;61;8.8;0.00101;0.168;
CLIN EEG NEUROSCI;1550-0594;235;1.122;1.366;0.243;37;3.5;0.00127;0.371;
CLIN ENDOCRINOL;0300-0664;10362;3.201;3.587;0.729;266;7.3;0.02567;1.054;
CLIN EXP ALLERGY;0954-7894;9261;4.084;4.002;0.824;204;6.3;0.02313;1.043;
CLIN EXP DERMATOL;0307-6938;3279;1.550;1.678;0.171;381;7.2;0.00708;0.451;
CLIN EXP HYPERTENS;1064-1963;1055;1.292;1.319;0.175;63;9.0;0.00221;0.352;
CLIN EXP IMMUNOL;0009-9104;11268;3.009;2.865;0.559;236;8.4;0.02515;0.872;
CLIN EXP MED;1591-8890;370;1.581;1.724;0.217;46;4.4;0.00144;0.456;
CLIN EXP METASTAS;0262-0898;2607;3.910;3.495;0.798;89;6.2;0.00806;1.177;
CLIN EXP OBSTET GYN;0390-6663;474;0.450;;0.000;76;6.4;0.00110;;
CLIN EXP OTORHINOLAR;1976-8710;8;0.075;0.075;0.122;41;;0.00001;0.014;
CLIN EXP PHARMACOL P;0305-1870;4350;1.936;2.102;0.455;189;5.9;0.01299;0.620;
CLIN EXP RHEUMATOL;0392-856X;4714;2.396;2.433;0.122;246;5.8;0.01369;0.670;
CLIN GASTROENTEROL H;1542-3565;5503;5.642;;0.939;179;3.3;0.03310;;
CLIN GENET;0009-9163;4611;3.304;3.241;0.397;146;6.8;0.01498;1.185;
CLIN GENITOURIN CANC;1558-7673;221;1.914;;0.636;33;2.7;0.00120;;
CLIN GERIATR MED;0749-0690;1016;1.469;1.225;0.088;34;8.4;0.00181;0.356;
CLIN HEMORHEOL MICRO;1386-0291;1583;1.780;1.526;0.712;80;5.8;0.00279;0.266;
CLIN IMAG;0899-7071;925;0.725;0.965;0.080;87;6.9;0.00226;0.268;
CLIN IMMUNOL;1521-6616;6011;3.863;3.677;0.879;182;6.0;0.02000;1.237;
CLIN IMPLANT DENT R;1523-0899;1111;2.452;;0.316;38;6.0;0.00356;;
CLIN INFECT DIS;1058-4838;38561;8.195;7.552;2.079;484;5.7;0.13866;2.575;
CLIN INVEST MED;0147-958X;737;1.149;1.192;0.226;53;>10.0;0.00135;0.337;
CLIN J AM SOC NEPHRO;1555-9041;3285;4.844;5.054;0.971;272;2.3;0.01920;1.545;
CLIN J PAIN;0749-8047;3564;3.005;3.423;0.342;117;6.8;0.01006;1.028;
CLIN J SPORT MED;1050-642X;1892;1.500;2.240;0.449;78;6.2;0.00494;0.613;
CLIN LAB MED;0272-2712;756;1.172;1.698;0.065;46;6.0;0.00250;0.542;
CLIN LAB;1433-6510;499;1.010;;0.050;40;5.0;0.00179;;
CLIN LIPIDOL;1758-4299;5;;;0.079;63;;0.00000;;
CLIN LUNG CANCER;1525-7304;625;1.509;;0.436;55;3.7;0.00292;;
CLIN LYMPHOMA MYELOM;1557-9190;334;1.130;1.417;0.221;104;2.9;0.00216;0.476;
CLIN MED;1470-2118;711;1.038;1.301;0.195;77;4.6;0.00295;0.402;
CLIN MICROBIOL INFEC;1198-743X;5566;4.014;3.765;0.701;231;3.9;0.02621;1.157;
CLIN MICROBIOL REV;0893-8512;10034;14.691;17.471;2.057;35;8.2;0.02338;6.008;
CLIN NEPHROL;0301-0430;3390;1.373;1.527;0.208;192;9.3;0.00599;0.406;
CLIN NEUROL NEUROSUR;0303-8467;2096;1.303;1.581;0.234;184;5.5;0.00600;0.427;
CLIN NEUROPATHOL;0722-5091;764;1.037;1.010;0.115;61;>10.0;0.00116;0.268;
CLIN NEUROPHARMACOL;0362-5664;1747;2.349;2.190;0.167;78;8.5;0.00369;0.611;
CLIN NEUROPHYSIOL;1388-2457;9440;3.122;3.476;0.541;255;5.6;0.03073;1.004;
CLIN NEUROPSYCHOL;1385-4046;1671;1.766;2.319;0.466;73;8.4;0.00316;0.671;
CLIN NEUROSCI RES;1566-2772;298;0.800;1.491;;0;5.5;0.00115;0.502;
CLIN NUCL MED;0363-9762;2343;3.915;3.087;0.453;64;7.1;0.00331;0.494;
CLIN NURSE SPEC;0887-6274;371;0.737;;0.200;30;8.8;0.00048;;
CLIN NUTR;0261-5614;3609;3.274;3.626;0.510;100;5.2;0.01060;0.857;
CLIN OBSTET GYNECOL;0009-9201;1895;2.061;1.797;0.140;57;8.9;0.00463;0.595;
CLIN ONCOL-UK;0936-6555;1730;2.846;2.093;0.506;79;5.0;0.00522;0.556;
CLIN ORAL IMPLAN RES;0905-7161;5416;2.920;3.930;0.314;188;6.7;0.01271;1.039;
CLIN ORAL INVEST;1432-6981;956;2.233;;0.455;55;4.6;0.00307;;
CLIN ORTHOP RELAT R;0009-921X;29213;2.065;2.661;0.358;411;>10.0;0.04050;0.838;
CLIN OTOLARYNGOL;1749-4478;2224;1.569;1.600;0.760;50;9.2;0.00387;0.453;
CLIN PEDIATR;0009-9228;2045;0.977;1.017;0.159;132;>10.0;0.00335;0.301;
CLIN PERINATOL;0095-5108;1208;1.543;1.807;0.156;45;7.9;0.00338;0.627;
CLIN PHARMACOKINET;0312-5963;5685;4.560;5.134;0.792;53;8.3;0.01040;1.399;
CLIN PHARMACOL THER;0009-9236;12686;6.961;7.384;2.239;163;7.1;0.03254;2.151;
CLIN PHYSIOL FUNCT I;1475-0961;1397;1.333;1.413;0.132;68;8.6;0.00235;0.385;
CLIN RADIOL;0009-9260;4166;1.645;1.842;0.463;149;8.4;0.00848;0.533;
CLIN REHABIL;0269-2155;2864;1.767;2.546;0.364;107;6.1;0.00805;0.721;
CLIN RES CARDIOL;1861-0684;841;2.958;2.342;0.783;83;2.3;0.00335;0.487;
CLIN RESPIR J;1752-6981;46;0.597;0.597;0.273;33;;0.00025;0.194;
CLIN REV ALLERG IMMU;1080-0549;989;2.597;2.335;0.875;40;4.5;0.00374;0.717;
CLIN RHEUMATOL;0770-3198;3433;1.668;1.700;0.299;251;4.2;0.01180;0.475;
CLIN SCI;0143-5221;7410;3.982;3.890;1.239;117;9.2;0.01454;1.197;
CLIN TECH SMALL AN P;1096-2867;275;0.815;1.144;;0;6.3;0.00060;0.258;
CLIN THER;0149-2918;5899;3.250;3.379;0.365;255;5.2;0.01819;0.893;
CLIN TOXICOL;1556-3650;955;1.460;1.559;0.310;113;3.4;0.00351;0.411;
CLIN TRANSL ONCOL;1699-048X;485;1.146;;0.148;115;2.6;0.00234;;
CLIN TRANSPLANT;0902-0063;3113;2.004;2.312;0.145;172;5.6;0.01029;0.683;
CLIN TRIALS;1740-7745;609;1.917;;0.520;50;3.8;0.00630;;
CLIN VACCINE IMMUNOL;1556-6811;2000;2.373;2.505;0.509;273;2.4;0.01101;0.713;
CLIN VET PEQUENOS AN;1130-7064;7;0.061;;0.000;21;;0.00002;;
CLINICS;1807-5932;589;1.596;;0.145;159;2.7;0.00227;;
CLONING STEM CELLS;1536-2302;805;2.692;2.664;0.396;53;3.9;0.00292;0.665;
CLUSTER COMPUT;1386-7857;324;0.695;;0.179;28;7.1;0.00076;;
CMC-COMPUT MATER CON;1546-2218;302;2.316;2.119;0.333;48;3.1;0.00082;0.291;
CNS DRUG REV;1080-563X;670;4.923;5.439;;0;4.6;0.00258;1.511;
CNS DRUGS;1172-7047;2459;3.879;4.096;0.679;84;4.9;0.00882;1.162;
CNS NEUROL DISORD-DR;1871-5273;528;3.571;3.858;0.205;44;2.8;0.00323;1.157;
CNS NEUROSCI THER;1755-5930;91;2.690;2.690;0.406;32;;0.00051;0.842;
CNS SPECTRUMS;1092-8529;1796;2.197;2.332;0.505;101;4.1;0.00815;0.676;
COAST MANAGE;0892-0753;401;1.063;1.132;0.806;31;6.3;0.00108;0.340;
COCHRANE DB SYST REV;1469-493X;23102;5.653;;1.311;602;4.1;0.10522;;
COGN AFFECT BEHAV NE;1530-7026;1608;4.051;;0.282;39;5.4;0.00927;;
COGN BEHAV NEUROL;1543-3633;424;1.092;2.597;0.139;36;4.1;0.00266;0.888;
COGN NEURODYNAMICS;1871-4080;146;2.263;2.298;0.441;34;2.0;0.00043;0.365;
COGN NEUROPSYCHOL;0264-3294;1897;1.674;2.414;0.238;21;9.0;0.00455;0.916;
COGN SYST RES;1389-0417;251;0.571;;0.522;23;4.7;0.00102;;
COGNITIVE PSYCHOL;0010-0285;5397;4.122;6.139;1.310;29;>10.0;0.00620;2.952;
COLEOPTS BULL;0010-065X;514;0.427;0.454;0.043;46;>10.0;0.00065;0.119;
COLLECT CZECH CHEM C;0010-0765;2731;0.856;0.824;0.215;107;>10.0;0.00268;0.208;
COLLECT MATH;0010-0757;193;0.389;0.775;0.190;21;8.0;0.00155;0.931;
COLLOID J+;1061-933X;1152;0.588;0.644;0.284;116;9.6;0.00201;0.174;
COLLOID POLYM SCI;0303-402X;4826;2.057;1.837;0.413;172;9.0;0.00890;0.461;
COLLOID SURFACE A;0927-7757;15163;1.988;2.172;0.360;584;6.1;0.04025;0.578;
COLLOID SURFACE B;0927-7765;5313;2.600;2.606;0.357;350;5.0;0.01662;0.673;
COLOR RES APPL;0361-2317;900;0.824;1.032;0.174;46;9.7;0.00142;0.274;
COLOR TECHNOL;1472-3581;459;1.130;1.034;0.167;48;5.0;0.00120;0.220;
COLORECTAL DIS;1462-8910;2022;2.438;;0.571;156;3.6;0.00843;;
COMB CHEM HIGH T SCR;1386-2073;1274;2.464;2.248;0.625;88;4.3;0.00465;0.583;
COMB PROBAB COMPUT;0963-5483;541;0.645;0.836;0.080;50;7.1;0.00623;1.142;
COMBUST EXPLO SHOCK+;0010-5082;1047;0.547;0.678;0.054;93;>10.0;0.00225;0.232;
COMBUST FLAME;0010-2180;9552;2.923;3.465;0.558;208;9.7;0.02113;1.232;
COMBUST SCI TECHNOL;0010-2202;3284;1.142;1.337;0.192;78;>10.0;0.00612;0.579;
COMBUST THEOR MODEL;1364-7830;730;1.485;1.655;0.175;40;5.9;0.00381;0.822;
COMMENT INORG CHEM;0260-3594;407;2.933;2.541;0.571;7;>10.0;0.00054;0.702;
COMMUN ACM;0001-0782;13853;2.346;3.050;0.350;177;>10.0;0.01408;0.866;
COMMUN CONTEMP MATH;0219-1997;340;0.836;0.909;0.024;41;6.3;0.00359;0.980;
COMMUN MATH SCI;1539-6746;443;0.982;;0.115;52;4.7;0.00411;;
COMMUN NEWS;0010-3632;7;0.011;0.010;0.000;14;;0.00006;0.005;
COMMUN NUMER METH EN;1069-8299;808;0.595;0.686;0.232;69;7.4;0.00335;0.366;
COMMUN PART DIFF EQ;0360-5302;2396;1.218;1.488;0.113;62;>10.0;0.01196;1.493;
COMMUN PUR APPL ANAL;1534-0392;374;0.918;1.000;0.174;109;3.5;0.00467;0.712;
COMMUN PUR APPL MATH;0010-3640;6224;2.657;4.132;0.500;42;>10.0;0.02095;4.143;
COMMUN SOIL SCI PLAN;0010-3624;3369;0.397;0.715;0.047;232;>10.0;0.00409;0.193;
COMMUN STAT-SIMUL C;0361-0918;640;0.383;0.394;0.030;133;>10.0;0.00225;0.242;
COMMUN STAT-THEOR M;0361-0926;1910;0.406;0.474;0.037;268;>10.0;0.00578;0.287;
COMMUNITY DENT HLTH;0265-539X;678;0.969;;0.100;20;9.0;0.00138;;
COMMUNITY DENT ORAL;0301-5661;2567;2.418;2.683;0.194;62;9.4;0.00495;0.828;
COMMUNITY ECOL;1585-8553;294;0.792;0.783;0.167;30;8.9;0.00065;0.219;
COMMUNITY GENET;1422-2795;413;1.319;1.671;;0;4.7;0.00204;0.587;
COMP BIOCHEM PHYS A;1095-6433;7325;2.196;2.129;0.463;216;8.6;0.01382;0.605;
COMP BIOCHEM PHYS B;1096-4959;6270;1.607;1.814;0.306;160;10.0;0.00916;0.481;
COMP BIOCHEM PHYS C;1532-0456;4524;2.582;2.539;0.557;158;7.8;0.00802;0.624;
COMP BIOCHEM PHYS D;1744-117X;206;1.758;1.777;0.206;34;2.7;0.00121;0.521;
COMP CYTOGENET;1993-0771;39;0.973;0.973;0.000;16;;0.00013;0.164;
COMP FUNCT GENOM;1531-6912;356;0.826;1.604;0.042;24;6.0;0.00134;0.581;
COMP GEOM-THEOR APPL;0925-7721;1241;1.459;1.293;0.224;76;9.4;0.00267;0.570;
COMP IMMUNOL MICROB;0147-9571;898;2.986;2.743;0.667;39;5.8;0.00271;0.780;
COMP MATER SCI;0927-0256;5098;1.522;1.649;0.182;473;6.6;0.01680;0.632;
COMP PARASITOL;1525-2647;236;0.705;0.668;0.079;38;5.1;0.00082;0.183;
COMPARATIVE MED;1532-0820;773;1.094;1.363;0.237;59;5.6;0.00225;0.348;
COMPEL;0332-1649;364;0.460;0.435;0.055;128;4.8;0.00133;0.123;
COMPENDIUM;1940-8307;1368;0.642;0.578;0.034;59;>10.0;0.00099;0.156;
COMPLEMENT THER MED;0965-2299;741;1.950;2.069;0.381;42;5.9;0.00164;0.456;
