EMPLOYEE_ID	DESCRIPTION
1036853	1. Targetting frail elderly in acute care setting using EMR and developing interventions to improve hospital and posthospitalization outcomes2. Hospital wide QI project of recognition of cognitively impaired patients, and recognition and prevention of delirium
1036859	Electroencephalography, Epilepsy, Seizure disorders
1036916	Dr. Gonzalez's clinical interests include male reconstructive surgery and health policy.  He was awarded an NIH SPORE project pilot grant to study prostate cancer screening trends in Chicagos Hispanic community. He has also received funding from the Grant Healthcare Foundation for the development of electronic pre-visit software in order to improve the quality of patient care, reduce errors, control costs, and facilitate patient flow. Dr. Gonzalez is the Vice Chairman of Health Policy for the Americna Urological Association.
1036943	My laboratory focuses on understanding pathways relevant to the recruitment and trafficking of leukocytes within the intestines. Our goal is to understand how altering this recruitment can influence states of intestinal inflammation, specifically Inflammatory Bowel Disease (IBD).  My primary clinical interest is IBD (Crohn's disease and ulcerative colitis). I am also interested in understanding the relationship of the intestinal immune system to GI symptoms in rheumatologic disorders, specifically Juvenile Dermatomyositis.
1036974	Management of thyroid cancer, its recurrence process and associated neck dissections and advanced thyroid cancer with special interest in young adults.
1036989	My primary interest is in the career advising of medical students.
1037005	The diagnosis and treatment of bleeding disorders and their complications. Evaluation of causes of thrombosis and education regarding treatment and prevention of thrombosis.
1037017	As a pediatric electrophysiologist, I follow pediatric and adult congenital patients with all types of arrhythmias.  In addition, I have a complex cardiomyopathy clinic to address the electrophysiologic issues in patients with heart failure and cardiomyopathy.  I am interested in the prevention of sudden cardiac death in the pediatric population, pediatric ECG screening (newborn, sports and ADHD ECG screening), and public use of AEDs.  In addition, I am interested in the cardiac changes from intense sports training and in cardiac rehabilitation in the pediatric population.
1037039	Dr. Mary Beth Madonna is a pediatric surgeon with expertise in minimally invasive surgery, hernias, undescended testes, gynecologic diseases, neonatal surgery, neck masses, cancer surgery and emergency consultations. Special interest in diseases of the intestines, specifically anorectal malformations and Hirschsprungs disease. Founded a special bowel management clinic for patients with these diseases  the second of its kind in the country.
1037049	I am a general Pediatrician who sees children from birth through college.  I have a clinical interest in breastfeeding and also in allergies, eczema, and asthma.  I speak Polish.  
1037051	Asthma and allergic diseases in the elderyly-project studied how to empower low income elderly patients to obtain appropriate asthma care.Role of innate immunity in asthma exacerbations: project involves measuring innate immune markers in asthmatics with high and low frequency of exacerbations.
1037051	Asthma, Hypersensitivity pneumonitis, Urticaria
1037113	Stem cell regulation in diabetic nephropathy
