EMPLOYEE_ID	DESCRIPTION
1009779	Dr. Pope directs a basic science laboratory, which is focused on rheumatoid arthritis, a disease that affects women much more commonly than men.  Dr. Pope's laboratory has focused on characterizing the basic mechanisms that contribute to the pathogenesis of rheumatoid arthritis.  The work focuses on the role of macrophages and synovial fibroblasts.  His studies are directed at defining the mechanisms that promote resistance to apoptosis or programmed cell death.  They are aimed at defining the potential role of the induction of apoptosis as a therapeutic approach in this disease.  To this end his laboratory is characterizing the mechanisms that protect rheumatoid arthritis macrophages and synovial fibroblasts from apoptosis.  Investigators in his laboratory identified the upregulation of the anti-apoptotic protein, Flice Like Inhibitory Protein (FLIP), during monocyte to macrophage differentiation.  They have demonstrated that FLIP is highly expressed in the rheumatoid joint and is responsible for protecting rheumatoid arthritis macrophages from Fas-mediated apoptosis.  His laboratory is further characterizing the mechanisms for the basal expression of FLIP, and that observed following activation by cytokines and toll-like receptor ligands.  Further, studies are aimed at defining the mechanisms of macrophage cell death that occurs following TNF or Toll-like receptor ligation when NF-kB activation is suppressed.  The aim of these studies is to identify potential therapeutic targets for intervention in rheumatoid arthritis.  Additional studies are directed at determining the role of Fas-Fas ligand interactions on the promotion of chronic inflammation, which occurs by sensitizing the macrophages to activation through the Toll/IL-1 receptor pathway.  Additional studies have identified Mcl-1, another Bcl-2 family member, which is critical for the survival of macrophages and synovial fibroblasts.  Studies have demonstrated that Mcl-1 is highly expressed in the rheumatoid joint, in both macrophages and synovial fibroblasts.  Ongoing studies are directed at defining the unique mechanisms that control the expression of Mcl-1 in macrophages and synovial fibroblasts.  Both cell types appear critically dependent on Mcl-1 for survival and ongoing studies are aimed at defining the potential role of modulating mcl-1 expression or function as a therapeutic target in experimental models of rheumatoid arthritis.The goal of this program is to develop new therapies, employing apoptosis as a therapeutic tool.  Dr. Pope's laboratory also collaborates with Dr. Ramsey-Goldman, developing and performing some of the assays used to evaluate osteoporosis in her patients with lupus.  These include assays to quantitative osteoprotegerin and Rank ligand as well as microarray analysis of monocytes and macrophages from patients with lupus.  
1009779	Rheumatoid Arthritis, Macrophage, Apoptosis, Cytokine, Gene Regulation
1009999	Extensive experience in Cleft Lip and Palate and Craniofacial Surgery.<br/>Director: Head Shape Evaluation Program<br/>This is a multispecialty clinic dedicated to the evaluation and treatment of children with congenital and acquired deformities of the craniofacial skeleton.
1010008	Research Interests: Organizational behavior, translational research/implementation of evidence into clinical practice, long-term care and utilization of health care services, including community care, assisted living and nursing home care. Spinal cord injury - variability in proactive, self-management, prevention of pressure ulcers.
1010177	genomics, genome, genome structure, genome annotation, transcriptome, SAGE, gene identification
1010207	prosthetics, orthotics, rehabilitation engineering
1010213	My primary clinical and research interests include Neuro-ophthalmologic problems such as double vision, optic nerve problems and vision problems related to neurologic or neurosurgical problems such as tumors, trauma and strokes.  My surgical interests include refractive procedures; such as LASIK and PRK, cataract surgery; including presbyopia (reading) corrective intraocular implants and eye muscle surgery; for patients with double vision or strabismus (abnormal eye alignment).
1010235	diet, nutrition, prevention, treatment, cardiovascular epidemiology, breast cancer, child health, obesity prevention, obesity treatment, maternal nutrition
1010236	Acute myocardial infarction, Angioplasty, Coronary disease, Interventional cardiology, Rotablator, Stents
1010263	Contributed a large body of work to the literature addressing the diagnosis, biology, and treatment of acute leukemia and other hematologic malignancies.  This work includes original research articles in peer-reviewed journals, textbook chapters and reviews, monographs, editorials and abstracts.  He has spoken as an invited lecturer and chair at many national and international symposia, conferences, and meetings, including the American Society of Hematology and American Society of Clinical Oncology Annual Meetings.   
1010263	Hodgkin's disease, Leukemia, Lymphoma, Transplantation
1010271	Psychological reactions and coping with medical problems;<br/>Biofeedback and Neurofeedback therapies;<br/>Health and wellness assessment;<br/>Health psychology program evaluation
1010291	pediatric oncology, neuroblastoma, angiogenesis, clinical trials, tumor biology 
1010292	Cardiovascular anesthesia, Thoracic anesthesia, Transplantation anesthesia
1010302	My primary interests are in physical activity in aging. Promoting physical activity in the community in collaboration with community based organizations.  I am also interested in community based interventions for older adults with osteoarthritis.  Finally, how physical therapists can contribute to health promotion for older adults.
